Tiempo: 0.002103

Nombre: OLDEMAR ARIAS, Edad: 47, Pais: Abuya
Nombre: HUGO MORA, Edad: 96, Pais: Islas Virgenes Americanas
Nombre: FLORIBETH BOLAÑOS, Edad: 93, Pais: Islas Virgenes Británicas
Nombre: FULGENCIO LEDEZMA, Edad: 63, Pais: Islas de Heard y McDonald
Nombre: MANUEL EMILIO BARAHONA, Edad: 88, Pais: Israel
Nombre: MARIA FLORES, Edad: 14, Pais: Italia
Nombre: CARMEN SOLIS, Edad: 39, Pais: Italia
Nombre: ANA ISABEL SEGURA, Edad: 72, Pais: Italia
Nombre: MARIA OFELIA QUESADA, Edad: 13, Pais: Italia
Nombre: OLGA ISABEL ECHEVERRIA, Edad: 90, Pais: Italia
Nombre: MARIA DE LOS ANGELES MURILLO, Edad: 28, Pais: Italia
Nombre: MARIA IRIS NAVARRO, Edad: 37, Pais: Italia
Nombre: IBO MADRIGAL, Edad: 43, Pais: Jamaica
Nombre: RODRIGO SARAVIA, Edad: 74, Pais: Japón
Nombre: LIDIETTE MATA, Edad: 4, Pais: Japón
Nombre: MARIA ISABEL ROJAS, Edad: 36, Pais: Japón
Nombre: RONALDO HIRSCH, Edad: 91, Pais: Jartum
Nombre: TOBIAS BERNABE ARIAS, Edad: 95, Pais: Jartum
Nombre: RODOLFO ORTIZ, Edad: 7, Pais: Jersey
Nombre: MARIA ISABEL CESPEDES, Edad: 89, Pais: Jerusalén
Nombre: ELIECER VASQUEZ, Edad: 26, Pais: Jerusalén
Nombre: VICTOR MANUEL ARIAS, Edad: 98, Pais: Jerusalén
Nombre: JORGE ENRIQUE RAMIREZ, Edad: 54, Pais: Jerusalén
Nombre: HERMENEGILDO SOLIS, Edad: 55, Pais: Jerusalén
Nombre: RIGOBERTO CAMPOS, Edad: 68, Pais: Jerusalén Este
Nombre: FLOR MARIA CHAVES, Edad: 54, Pais: Jerusalén Este
Nombre: NICOLAS JIMENEZ, Edad: 88, Pais: Jordania
Nombre: ROSA BARRANTES, Edad: 30, Pais: Jordania
Nombre: VICTOR EMILIO FERNANDEZ, Edad: 82, Pais: Jordania
Nombre: ZULAY ELIZONDO, Edad: 71, Pais: Kabul
Nombre: ELADIO ANGULO, Edad: 58, Pais: Kampala
Nombre: MARIA CRISTINA ARIAS, Edad: 84, Pais: Kampala
Nombre: MARIA CECILIA AGUERO, Edad: 20, Pais: Kampala
Nombre: MARIA ELENA SALAZAR, Edad: 38, Pais: Kazajstán
Nombre: JOSE FRANCISCO ARIAS, Edad: 81, Pais: Kazajstán
Nombre: RIGOBERTO BARRIENTOS, Edad: 41, Pais: Kazajstán
Nombre: RENE GARCIA, Edad: 16, Pais: Kenia
Nombre: OTONIEL SANDI, Edad: 65, Pais: Kigali
Nombre: MARIA EMILIA BRENES, Edad: 50, Pais: Kingston
Nombre: MARIA ELENA VINDAS, Edad: 61, Pais: Kingstown
Nombre: MIGUEL ANGEL ARGUEDAS, Edad: 70, Pais: Kingstown
Nombre: CARMEN MARIA MARTINEZ, Edad: 87, Pais: Kingstown
Nombre: ANA LORENA LOPEZ, Edad: 1, Pais: Kingstown
Nombre: PASTORA HERNANDEZ, Edad: 51, Pais: Kinsasa
Nombre: EFRAIN SIBAJA, Edad: 81, Pais: Kinsasa
Nombre: MARIO MURILLO, Edad: 79, Pais: Kinsasa
Nombre: REINA CLAUDIA DURAN, Edad: 29, Pais: Kinsasa
Nombre: OLMAN ALFARO, Edad: 6, Pais: Kinsasa
Nombre: MARIA DE LOS ANGELES JIMENEZ, Edad: 54, Pais: Kinsasa
Nombre: BERTINA RIOS, Edad: 12, Pais: Kirguistán
Nombre: ALVARO ENRIQUE VALVERDE, Edad: 42, Pais: Kirguistán
Nombre: ELOY SANCHEZ, Edad: 54, Pais: Kirguistán
Nombre: ISRAEL MORALES, Edad: 93, Pais: Kirguistán
Nombre: MARIA ISABEL ACUÑA, Edad: 83, Pais: Kiribati
Nombre: EMILCE CASCANTE, Edad: 6, Pais: Kiribati
Nombre: OTILIO MARIN, Edad: 69, Pais: Kuwait
Nombre: MARIA TERESA MORA, Edad: 99, Pais: Kuwait
Nombre: ANA CECILIA BRENES, Edad: 100, Pais: Kuwait
Nombre: HUGO CHAVARRIA, Edad: 27, Pais: Kuwait
Nombre: BERNARDO MORA, Edad: 77, Pais: Kuwait City
Nombre: ALVARO SANDOVAL, Edad: 71, Pais: La Habana
Nombre: WALDEMAR ALPIZAR, Edad: 83, Pais: La Habana
Nombre: DAISY AZOFEIFA, Edad: 89, Pais: La Habana
Nombre: HELBERT MORA, Edad: 80, Pais: La Habana
Nombre: JOSE ROGER MADRIZ, Edad: 58, Pais: La Valeta
Nombre: MARIA CARMEN NARANJO, Edad: 35, Pais: La Valeta
Nombre: BETSABE EMILIA BALTODANO, Edad: 78, Pais: Laos
Nombre: JORGE ESPINOZA, Edad: 39, Pais: Lesotho
Nombre: ANA CECILIA ESPINOZA, Edad: 34, Pais: Lesotho
Nombre: MARTA ODILIA UREÑA, Edad: 7, Pais: Lesotho
Nombre: FLOR MARIA VINDAS, Edad: 6, Pais: Letonia
Nombre: FLOR DE MARIA ARAYA, Edad: 64, Pais: Letonia
Nombre: ADILIA MORA, Edad: 41, Pais: Liberia
Nombre: CARLOS ESPINOZA, Edad: 51, Pais: Liberia
Nombre: OBED JIMENEZ, Edad: 77, Pais: Liberia
Nombre: ADITH ALVARADO, Edad: 30, Pais: Liberia
Nombre: OFELIA MARIN, Edad: 35, Pais: Libia
Nombre: CARLOS EDUARTE, Edad: 95, Pais: Libia
Nombre: MARIA CRISTINA BRENES, Edad: 71, Pais: Libreville
Nombre: RUTH MARIA BOLAÑOS, Edad: 85, Pais: Lilongüe
Nombre: GONZALO SANDOVAL, Edad: 93, Pais: Lilongüe
Nombre: RAFAEL WILLIAM PEREZ, Edad: 20, Pais: Lilongüe
Nombre: EVELIA HERRERA, Edad: 95, Pais: Lilongüe
Nombre: JOSE LAURO MORA, Edad: 40, Pais: Lilongüe
Nombre: SONIA SOLIS, Edad: 44, Pais: Lilongüe
Nombre: PROSPERO BERMUDEZ, Edad: 95, Pais: Lima
Nombre: DELIA BLANCO, Edad: 86, Pais: Lima
Nombre: CARMEN EUGENIA MARIN, Edad: 88, Pais: Lima
Nombre: MARIO ALFARO, Edad: 57, Pais: Lima
Nombre: MARIA LUISA VILLALOBOS, Edad: 21, Pais: Lima
Nombre: ANA MARIA ALVARADO, Edad: 29, Pais: Lisboa
Nombre: ROSARIO CHAVARRIA, Edad: 11, Pais: Lisboa
Nombre: WILLIAM AGUILERA, Edad: 40, Pais: Lisboa
Nombre: TERESA CALVO, Edad: 37, Pais: Lituania
Nombre: CECILIA MARIA ACUÑA, Edad: 85, Pais: Lituania
Nombre: GERARDO DURAN, Edad: 17, Pais: Liubliana
Nombre: MIRYAM MORA, Edad: 21, Pais: Lomé
Nombre: MARCO ANTONIO MARTINEZ, Edad: 73, Pais: Lomé
Nombre: RICARDO MADRIGAL, Edad: 99, Pais: Londres
Nombre: MARIA EUGENIA CAMPOS, Edad: 12, Pais: Londres
Nombre: MIREYA MENDEZ, Edad: 10, Pais: Londres
Nombre: DANILO QUIROS, Edad: 98, Pais: Londres
Nombre: CARLOS GUILLERMO TREJOS, Edad: 10, Pais: Londres
Nombre: ARACELLY ROBLES, Edad: 28, Pais: Londres
Nombre: ZORAIDA MORA, Edad: 46, Pais: Luanda
Nombre: JOSE ANGEL MORA, Edad: 70, Pais: Lusaka
Nombre: MARIA CECILIA ARRIETA, Edad: 16, Pais: Luxemburgo
Nombre: MARTA ESTRADA, Edad: 14, Pais: Luxemburgo
Nombre: ANTONIO AGUILAR, Edad: 8, Pais: Luxemburgo
Nombre: CARLOS EDUARDO MORA, Edad: 52, Pais: Luxemburgo
Nombre: LIGIA MARIA NUÑEZ, Edad: 37, Pais: Luxemburgo
Nombre: MAYRA BARBOZA, Edad: 14, Pais: Líbano
Nombre: ALVARO MADRIGAL, Edad: 84, Pais: Líbano
Nombre: ZULAY JIMENEZ, Edad: 21, Pais: Líbano
Nombre: EDWIN CHAVARRIA, Edad: 86, Pais: Líbano
Nombre: VIOLETA MARIA CAMPOS, Edad: 18, Pais: Macao
Nombre: RAFAEL MONTOYA, Edad: 1, Pais: Macao
Nombre: AGUSTIN AGUERO, Edad: 14, Pais: Macao
Nombre: RICARDO RODOLFO ULLOA, Edad: 2, Pais: Macao
Nombre: SONIA MARIA SANDI, Edad: 38, Pais: Macao
Nombre: JULIO HUMBERTO VARGAS, Edad: 63, Pais: Macedonia del Norte
Nombre: OSCAR CHANTO, Edad: 98, Pais: Madagascar
Nombre: JOSE LUIS ARIAS, Edad: 23, Pais: Madagascar
Nombre: OVIDIO MORA, Edad: 90, Pais: Madrid
Nombre: NORMAN SCHROEDER, Edad: 10, Pais: Madrid
Nombre: VIRGINIA CASTRO, Edad: 29, Pais: Madrid
Nombre: LEONEL ARAYA, Edad: 91, Pais: Majuro
Nombre: ADALBERTO JIMENEZ, Edad: 45, Pais: Majuro
Nombre: MARIA EUGENIA SANCHEZ, Edad: 84, Pais: Majuro
Nombre: CLAUDIO WESLEY SOTO, Edad: 34, Pais: Malabo
Nombre: LUIS MORALES, Edad: 34, Pais: Malabo
Nombre: ROSARIO PIEDRA, Edad: 91, Pais: Malabo
Nombre: TERESITA JIMENEZ, Edad: 5, Pais: Malasia
Nombre: CARLOS RAMON MONTERO, Edad: 69, Pais: Malasia
Nombre: RUTH MARIA GARCIA, Edad: 11, Pais: Malasia
Nombre: MIGUEL ANGEL ARTAVIA, Edad: 52, Pais: Malasia
Nombre: CARIDAD TORRES, Edad: 50, Pais: Malawi
Nombre: RAFAELA DE LOS ANGELES CHINCHILLA, Edad: 15, Pais: Maldivas
Nombre: LINA RAFAELA PEREZ, Edad: 85, Pais: Maldivas
Nombre: ENRIQUE ARTURO COB, Edad: 86, Pais: Maldivas
Nombre: LUIS VIRGILIO MORA, Edad: 55, Pais: Malta
Nombre: WILLIAM ZUÑIGA, Edad: 35, Pais: Malta
Nombre: EMERITA MORA, Edad: 44, Pais: Malé
Nombre: HILDA NAVARRO, Edad: 85, Pais: Malé
Nombre: ROCIO MORA, Edad: 54, Pais: Malé
Nombre: ROSIBEL MURILLO, Edad: 98, Pais: Malé
Nombre: LENIS MORA, Edad: 89, Pais: Malé
Nombre: JOAQUIN MENA, Edad: 55, Pais: Malí
Nombre: ARCENIO UREÑA, Edad: 8, Pais: Malí
Nombre: EMMA FERNANDEZ, Edad: 48, Pais: Malí
Nombre: SONIA DEL CARMEN CASTRO, Edad: 21, Pais: Malí
Nombre: MERCEDES GRANADOS, Edad: 39, Pais: Malí
Nombre: FERNANDO DEL VALLE, Edad: 73, Pais: Malí
Nombre: RAFAEL EDWIN ELIZONDO, Edad: 55, Pais: Managua
Nombre: ELVIRA ABARCA, Edad: 18, Pais: Manama
Nombre: IRIS RIVERA, Edad: 8, Pais: Manama
Nombre: VICTOR MATA, Edad: 58, Pais: Manama
Nombre: MARIA CECILIA ARIAS, Edad: 13, Pais: Manila
Nombre: MARIO ANTONIO DELGADO, Edad: 61, Pais: Manila
Nombre: MARIA BELEN VALVERDE, Edad: 35, Pais: Manila
Nombre: MARTA EUGENIA CAMACHO, Edad: 14, Pais: Manila
Nombre: ADELIA MARIA MUÑOZ, Edad: 11, Pais: Maputo
Nombre: ANA MARIA CORDERO, Edad: 52, Pais: Marianas del Nort
Nombre: ANA ISABEL ROJAS, Edad: 44, Pais: Marianas del Nort
Nombre: ALEXIS PABLO GARRO, Edad: 90, Pais: Marianas del Nort
Nombre: JOSE MANUEL CASTILLO, Edad: 96, Pais: Marruecos
Nombre: FLORY ABARCA, Edad: 6, Pais: Marruecos
Nombre: SANDRA REID, Edad: 29, Pais: Marruecos
Nombre: HUMBERTO MONTERO, Edad: 72, Pais: Martinica
Nombre: MANUEL CORNEJO, Edad: 53, Pais: Martinica
Nombre: DEYANIRA BRENES, Edad: 46, Pais: Martinica
Nombre: NORMA ISABEL ROJAS, Edad: 85, Pais: Martinica
Nombre: ZULEMA VARGAS, Edad: 75, Pais: Martinica
Nombre: LUIS ALBERTO SOLIS, Edad: 72, Pais: Mascate
Nombre: LUIS FRANCISCO SANCHEZ, Edad: 70, Pais: Mascate
Nombre: MARIA ISABEL GARDELA, Edad: 38, Pais: Maseru
Nombre: JULIETA LOPEZ, Edad: 45, Pais: Mauricio
Nombre: MARIA DEL ROSARIO NARANJO, Edad: 46, Pais: Mauricio
Nombre: VIDAL DIAZ, Edad: 61, Pais: Mauritania
Nombre: JOSE JESUS CANALES, Edad: 69, Pais: Mayotte
Nombre: JOSE FRANCISCO BEJARANO, Edad: 78, Pais: Mbabane
Nombre: CARLOS ALBERTO ROJAS, Edad: 96, Pais: Melekeok
Nombre: VIRIA ISABEL RAMIREZ, Edad: 4, Pais: Micronesia
Nombre: MARLENE CASTILLO, Edad: 45, Pais: Micronesia
Nombre: GLADYS CHACON, Edad: 16, Pais: Minsk
Nombre: LIGIA MARIA MEZA, Edad: 77, Pais: Mogadiscio
Nombre: MIRNA MC KENZIE, Edad: 39, Pais: Mogadiscio
Nombre: RODOLFO CUEVAS, Edad: 29, Pais: Mogadiscio
Nombre: FRANCISCO CROOKS, Edad: 48, Pais: Mogadiscio
Nombre: JOVITA BRENES, Edad: 85, Pais: Moldavia
Nombre: VIRGINIA ARIAS, Edad: 91, Pais: Moldavia
Nombre: EVELINA NAVARRO, Edad: 45, Pais: Moldavia
Nombre: JUAN RAFAEL JIMENEZ, Edad: 9, Pais: Moldavia
Nombre: MARIA DE LOS ANGELES GOLDONI, Edad: 14, Pais: Mongolia
Nombre: FEDERICO JIMENEZ, Edad: 75, Pais: Mongolia
Nombre: URIAS BORBON, Edad: 36, Pais: Monrovia
Nombre: RODOLFO STRUNZ, Edad: 4, Pais: Monrovia
Nombre: LUZ MARINA CASTRO, Edad: 90, Pais: Monrovia
Nombre: JORGE AGUILAR, Edad: 88, Pais: Montenegro
Nombre: CARMEN ELSY QUESADA, Edad: 3, Pais: Montenegro
Nombre: FLOR EMILCE MARIN, Edad: 28, Pais: Montenegro
Nombre: IRENE MARIA MENDEZ, Edad: 5, Pais: Montevideo
Nombre: FERNANDO MINOR CHINCHILLA, Edad: 79, Pais: Montevideo
Nombre: DINORAH JIMENEZ, Edad: 71, Pais: Montevideo
Nombre: JORGE CALDERON, Edad: 3, Pais: Montserrat
Nombre: JORGE ANTONIO BARRIENTOS, Edad: 78, Pais: Montserrat
Nombre: MARIA ISABEL ESQUIVEL, Edad: 51, Pais: Moroni
Nombre: LUZ BRIGIDA DELGADO, Edad: 80, Pais: Mozambique
Nombre: MIGUEL CASTRO, Edad: 79, Pais: Mozambique
Nombre: FRANCISCO JAVIER LUNA, Edad: 63, Pais: Myanmar
Nombre: ANABELLE VARGAS, Edad: 18, Pais: Myanmar
Nombre: OLGA MARTA SOLANO, Edad: 12, Pais: Myanmar
Nombre: VIRGINIA JIMENEZ, Edad: 24, Pais: México
Nombre: VERA RIVERA, Edad: 13, Pais: Mónaco
Nombre: MARIA ROSA GUZMAN, Edad: 9, Pais: Mónaco
Nombre: GERARDO CERDAS, Edad: 95, Pais: Mónaco
Nombre: BETTY VALVERDE, Edad: 51, Pais: Mónaco
Nombre: VICTOR MANUEL ABARCA, Edad: 63, Pais: Naipyidó
Nombre: MARIA ARCE, Edad: 35, Pais: Naipyidó
Nombre: ARACELLY LOPEZ, Edad: 88, Pais: Naipyidó
Nombre: ANA LORENA JIMENEZ, Edad: 8, Pais: Naipyidó
Nombre: ALICE CERDAS, Edad: 77, Pais: Nairobi
Nombre: BLANCA RIVERA, Edad: 38, Pais: Nairobi
Nombre: LIGIA MAGDALENA PALMA, Edad: 42, Pais: Nairobi
Nombre: MAYRA CECILIA ARGUEDAS, Edad: 80, Pais: Nairobi
Nombre: SALOME QUIROS, Edad: 38, Pais: Namibia
Nombre: ANTONIO ORTEGA, Edad: 91, Pais: Nasáu
Nombre: ULISES ARGUEDAS, Edad: 94, Pais: Nasáu
Nombre: VIELA CRISTINA MORA, Edad: 87, Pais: Nauru
Nombre: HARRY BRENES, Edad: 34, Pais: Nauru
Nombre: MARIA DE LOS ANGELES ORDOÑEZ, Edad: 72, Pais: Nepal
Nombre: JOSE CASCANTE, Edad: 62, Pais: Niamey
Nombre: VIRGINIA ROBLES, Edad: 21, Pais: Niamey
Nombre: MARIA EUGENIA ACUÑA, Edad: 93, Pais: Niamey
Nombre: CRISTIAN MATAMOROS, Edad: 70, Pais: Niamey
Nombre: JULIETA ELIZONDO, Edad: 78, Pais: Nicaragua
Nombre: ETILMA CESPEDES, Edad: 29, Pais: Nicaragua
Nombre: CLAUDIO ULLOA, Edad: 23, Pais: Nicaragua
Nombre: SARA TRISTAN, Edad: 28, Pais: Nicosia
Nombre: MARIA EDITH ROJAS, Edad: 89, Pais: Nicosia
Nombre: DIONEL BURGOS, Edad: 85, Pais: Nicosia
Nombre: MARIA MERCEDES ROMERO, Edad: 96, Pais: Niger
Nombre: CARMEN MARIA RAMIREZ, Edad: 38, Pais: Niger
Nombre: TERESA SANDI, Edad: 90, Pais: Niger
Nombre: GERARDO ROJAS, Edad: 14, Pais: Niger
Nombre: CARMEN CORRALES, Edad: 76, Pais: Nigeria
Nombre: ERESVIDA AZOFEIFA, Edad: 14, Pais: Nom Pen
Nombre: CORINA SOLIS, Edad: 74, Pais: Nom Pen
Nombre: JUAN LOBO, Edad: 47, Pais: Norfolk Island
Nombre: CARLOS GERARDO ABARCA, Edad: 4, Pais: Norfolk Island
Nombre: OLGA MARTA ALFARO, Edad: 68, Pais: Norfolk Island
Nombre: VIRGINIA RETANA, Edad: 27, Pais: Noruega
Nombre: JOSE MORENO, Edad: 25, Pais: Nuakchot
Nombre: MARIA ROSA LOPEZ, Edad: 30, Pais: Nuakchot
Nombre: ANTONIO GILBERTO LOAIZA, Edad: 42, Pais: Nueva Caledonia
Nombre: PASTORA NAVARRO, Edad: 72, Pais: Nueva Caledonia
Nombre: FLOR MORA, Edad: 86, Pais: Nueva Caledonia
Nombre: MERCEDES PIEDRA, Edad: 92, Pais: Nueva Delhi
Nombre: GONZALO OTTO CHINCHILLA, Edad: 41, Pais: Nueva Delhi
Nombre: DAMARIS JIMENEZ, Edad: 29, Pais: Nueva Delhi
Nombre: CONCEPCION MONTIEL, Edad: 81, Pais: Nueva Delhi
Nombre: RAFAEL ANGEL MONGE, Edad: 11, Pais: Nueva Delhi
Nombre: VICTOR MANUEL ZUÑIGA, Edad: 24, Pais: Nueva Zelanda
Nombre: RICARDO BARRIENTOS, Edad: 32, Pais: Nueva Zelanda
Nombre: ANGEL MARIN, Edad: 2, Pais: Nukualofa
Nombre: EDGAR ALFARO, Edad: 6, Pais: Omán
Nombre: DIMAS BARRANTES, Edad: 26, Pais: Omán
Nombre: WILBER JIMENEZ, Edad: 35, Pais: Ottawa
Nombre: JORGE ROBINSON MADRIZ, Edad: 42, Pais: Ottawa
Nombre: FRANKLIN VALERIN, Edad: 99, Pais: Pakistán
Nombre: ANTONIO VILLALOBOS, Edad: 45, Pais: Palau
Nombre: PIEDADES FALLAS, Edad: 17, Pais: Palau
Nombre: NURIA MARIA HERNANDEZ, Edad: 45, Pais: Palau
Nombre: MARIA AGUILAR, Edad: 62, Pais: Palestina
Nombre: HUMBERTO ORTIZ, Edad: 99, Pais: Palikir
Nombre: JOSE ANTONIO MATA, Edad: 13, Pais: Palikir
Nombre: MARIO GERARDO SEGURA, Edad: 24, Pais: Palikir
Nombre: FERNANDO TENORIO, Edad: 100, Pais: Panamá
Nombre: NOEMY GERARDINA QUESADA, Edad: 17, Pais: Panamá
Nombre: ALFONSO CHAVES, Edad: 50, Pais: Papúa-Nueva Guinea
Nombre: RODRIGO NUÑEZ, Edad: 100, Pais: Paraguay
Nombre: JULIO ALBERTO ALVARADO, Edad: 63, Pais: Paraguay
Nombre: MACARIO MENA, Edad: 46, Pais: Paraguay
Nombre: CARLOS VALVERDE, Edad: 46, Pais: Paraguay
Nombre: GUILLERMO ENRIQUE RAMIREZ, Edad: 46, Pais: Paraguay
Nombre: ALFREDO PADILLA, Edad: 90, Pais: Paraguay
Nombre: LIGIA PALMA, Edad: 13, Pais: Paramaribo
Nombre: MARLENE TENORIO, Edad: 37, Pais: Paramaribo
Nombre: MARGARITA CORRALES, Edad: 67, Pais: París
Nombre: GERARDO RAMON PORRAS, Edad: 15, Pais: París
Nombre: JUANA MONGE, Edad: 81, Pais: Países Bajos
Nombre: JOSE LUIS GONZALEZ, Edad: 46, Pais: Pekín
Nombre: JOSEFINA ARIAS, Edad: 27, Pais: Pekín
Nombre: GILBERTO FALLAS, Edad: 52, Pais: Pekín
Nombre: WILLIAM FERNANDEZ, Edad: 92, Pais: Pekín
Nombre: ELIECER BUSTAMANTE, Edad: 96, Pais: Perú
Nombre: GUILLERMO SANCHEZ, Edad: 11, Pais: Pionyang
Nombre: MANUEL ALEXIS CASTILLO, Edad: 88, Pais: Pionyang
Nombre: LEONEL PORRAS, Edad: 75, Pais: Pionyang
Nombre: MARIA DE LOS ANGELES GONZALEZ, Edad: 87, Pais: Pionyang
Nombre: MANUELA CAMPOS, Edad: 29, Pais: Pionyang
Nombre: CARLOS VALVERDE, Edad: 11, Pais: Pionyang
Nombre: CECILIA ROMAN, Edad: 46, Pais: Pionyang
Nombre: TERESA MORALES, Edad: 94, Pais: Podgorica
Nombre: LUCIA ANGULO, Edad: 59, Pais: Podgorica
Nombre: VICTOR MANUEL REYES, Edad: 32, Pais: Podgorica
Nombre: MARIA DE LOS ANGELES VALERIO, Edad: 10, Pais: Polonia
Nombre: TERESA ROJAS, Edad: 44, Pais: Polonia
Nombre: MARIO GRANADOS, Edad: 72, Pais: Port Louis
Nombre: BONIFACIO CAMPOS, Edad: 29, Pais: Port Louis
Nombre: RAMON MENA, Edad: 35, Pais: Port Louis
Nombre: EDITA MARIN, Edad: 64, Pais: Port Vila
Nombre: EMILIA ARAUJO, Edad: 11, Pais: Port Vila
Nombre: MARIA ISABEL NAVARRO, Edad: 61, Pais: Port Vila
Nombre: MERCEDES SANABRIA, Edad: 97, Pais: Port Vila
Nombre: CARMEN DELGADO, Edad: 42, Pais: Portugal
Nombre: FERNANDO UMAÑA, Edad: 5, Pais: Portugal
Nombre: WILLIAM UREÑA, Edad: 21, Pais: Portugal
Nombre: HAYDEE DURAN, Edad: 35, Pais: Praga
Nombre: JOSE ROBERTO QUESADA, Edad: 98, Pais: Praga
Nombre: ALVIS MORA, Edad: 74, Pais: Praia
Nombre: FANNY LARIN, Edad: 65, Pais: Praia
Nombre: ROXANA SANDI, Edad: 57, Pais: Praia
Nombre: JOSE SOLIS, Edad: 33, Pais: Pretoria
Nombre: BALVANERA FUENTES, Edad: 75, Pais: Pristina
Nombre: CARMEN MARIA FATJO, Edad: 22, Pais: Pristina
Nombre: MARIA EUGENIA SANCHEZ, Edad: 47, Pais: Pristina
Nombre: MARLENE MORALES, Edad: 29, Pais: Puerto España
Nombre: ROSE MARY LANZA, Edad: 67, Pais: Puerto España
Nombre: SANDRA MARIA BLANCO, Edad: 73, Pais: Puerto España
Nombre: HERMAN EDWIN SOLANO, Edad: 19, Pais: Puerto Moresby
Nombre: ALVARO JIMENEZ, Edad: 83, Pais: Puerto Moresby
Nombre: RODRIGO SANDI, Edad: 49, Pais: Puerto Moresby
Nombre: ELIZABETH ALVAREZ, Edad: 70, Pais: Puerto Moresby
Nombre: CECILIA SANCHEZ, Edad: 82, Pais: Puerto Moresby
Nombre: MARIANO SIBAJA, Edad: 30, Pais: Puerto Príncipe
Nombre: CIELO MARIA JIMENEZ, Edad: 66, Pais: Puerto Príncipe
Nombre: JUAN LUIS CARVAJAL, Edad: 15, Pais: Puerto Príncipe
Nombre: MANUEL UREÑA, Edad: 41, Pais: Puerto Príncipe
Nombre: ELI HIDALGO, Edad: 81, Pais: Puerto Rico
Nombre: ANA LUZ ARROYO, Edad: 43, Pais: Qatar
Nombre: ALICIA ARRONIS, Edad: 70, Pais: Quito
Nombre: MARCO TULIO GARRO, Edad: 64, Pais: Quito
Nombre: CARMEN SOLANO, Edad: 80, Pais: Rabat
Nombre: BENIGNA PORTILLA, Edad: 55, Pais: Rabat
Nombre: MAYELA GONZALEZ, Edad: 8, Pais: Rabat
Nombre: BLANCA ESTRELLA VILLALTA, Edad: 89, Pais: Reino Unido
Nombre: VIVIANA LAMUGUE, Edad: 95, Pais: Reino Unido
Nombre: YOLANDA SANCHEZ, Edad: 92, Pais: Reino Unido
Nombre: LUZ MARINA QUIROS, Edad: 56, Pais: Reino Unido
Nombre: LETICIA CASTRO, Edad: 59, Pais: República Centroafricana
Nombre: VIRGINIA MENDEZ, Edad: 100, Pais: República Centroafricana
Nombre: VICTORIA EUGENIA ACUÑA, Edad: 65, Pais: República Centroafricana
Nombre: ALVARO HERRERA, Edad: 50, Pais: República Checa
Nombre: CARLOS LUIS UMAÑA, Edad: 14, Pais: República Democrática del Congo
Nombre: CARMEN LIDIA NARANJO, Edad: 71, Pais: República Democrática del Congo
Nombre: BERNARDO MANUEL HERSZKOPF, Edad: 67, Pais: República Democrática del Congo
Nombre: JUAN RAFAEL SANCHEZ, Edad: 38, Pais: República Dominicana
Nombre: MIRIAM GONZALEZ, Edad: 69, Pais: República Dominicana
Nombre: JUAN HUMBERTO GOMEZ, Edad: 14, Pais: República Dominicana
Nombre: ALVARO MARIN, Edad: 96, Pais: República Dominicana
Nombre: SERGIO CHAVARRIA, Edad: 24, Pais: República Guinea
Nombre: RICARDO SEGURA, Edad: 20, Pais: República Guinea
Nombre: MARCO ANTONIO MARTINEZ, Edad: 76, Pais: República Guinea
Nombre: ODILIE ROJAS, Edad: 63, Pais: República del Congo
Nombre: OLMAN ALTAMIRANO, Edad: 18, Pais: Reunión
Nombre: JOSE SARTI, Edad: 12, Pais: Reunión
Nombre: AURORA PEREZ, Edad: 37, Pais: Riad
Nombre: GUIDO ROJAS, Edad: 62, Pais: Riad
Nombre: MARIA CARMELINA CHAVES, Edad: 96, Pais: Riad
Nombre: JORGE CERDAS, Edad: 4, Pais: Riga
Nombre: MANUEL RODRIGUEZ, Edad: 39, Pais: Riga
Nombre: MARIA DEL CARMEN RAMIREZ, Edad: 57, Pais: Riga
Nombre: MARIA DE LOS ANGELES YOCK, Edad: 21, Pais: Riga
Nombre: GLORIA MORA, Edad: 25, Pais: Roma
Nombre: MARTA MARIA MARIN, Edad: 66, Pais: Roma
Nombre: FLORA ISABEL TREJOS, Edad: 37, Pais: Roma
Nombre: EMILIA ORTIZ, Edad: 53, Pais: Roma
Nombre: JANET CRUZ, Edad: 5, Pais: Roseau
Nombre: FANNY SANDI, Edad: 41, Pais: Roseau
Nombre: GUILLERMO EDUARDO MAYORGA, Edad: 36, Pais: Roseau
Nombre: MARIA JULIA CALDERON, Edad: 62, Pais: Roseau
Nombre: LUISA MARIA TREJOS, Edad: 81, Pais: Ruanda
Nombre: MIGUEL ANGEL LEON, Edad: 41, Pais: Ruanda
Nombre: MARTA CHACON, Edad: 86, Pais: Ruanda
Nombre: JORGE EDUARDO CHACON, Edad: 6, Pais: Ruanda
Nombre: JOHEL MATA, Edad: 53, Pais: Rumanía
Nombre: JOSE BERNARDO UREÑA, Edad: 19, Pais: Rumanía
Nombre: MARIA JIMENEZ, Edad: 74, Pais: Rumanía
Nombre: GERARDO ANTONIO MURILLO, Edad: 9, Pais: Rusia
Nombre: LUZ MARINA VALERIO, Edad: 54, Pais: Saint George
Nombre: MARIA DEL ROSARIO SANDI, Edad: 85, Pais: Saint George
Nombre: ELIECER FONSECA, Edad: 4, Pais: Samoa
Nombre: MARIA ISABEL PADILLA, Edad: 83, Pais: Samoa
