Tiempo: 0.089000

Nombre: JUAN BAUTISTA QUIROS, Edad: 100, Pais: Abu Dabi
Nombre: EDGAR SALAZAR, Edad: 84, Pais: Comores
Nombre: LOURDES SOTO, Edad: 42, Pais: Comores
Nombre: MIREYA SANCHEZ, Edad: 25, Pais: Comores
Nombre: JOSE SALAZAR, Edad: 29, Pais: Comores
Nombre: PIEDADES CAMPOS, Edad: 50, Pais: Comores
Nombre: GUILLERMO RODRIGUEZ, Edad: 33, Pais: Comores
Nombre: ELSA ELIZONDO, Edad: 9, Pais: Comores
Nombre: HERNAN PIEDRA, Edad: 16, Pais: Comores
Nombre: MARIA ELENA CALDERON, Edad: 62, Pais: Comores
Nombre: MIRIAM PADILLA, Edad: 56, Pais: Comores
Nombre: MARGARITA RETANA, Edad: 44, Pais: Comores
Nombre: ARNULFO CALVO, Edad: 85, Pais: Comores
Nombre: MARIA ENGRACIA UMAÑA, Edad: 89, Pais: Comores
Nombre: FLORINDA BARBOZA, Edad: 13, Pais: Comores
Nombre: MALAQUIAS ARIAS, Edad: 4, Pais: Comores
Nombre: CLARA PORTUGUEZ, Edad: 93, Pais: Comores
Nombre: ROBERTO FLORES, Edad: 29, Pais: Comores
Nombre: ISIDRO QUIROS, Edad: 59, Pais: Comores
Nombre: EDITH CALVO, Edad: 37, Pais: Comores
Nombre: LUIS RAMON ARAYA, Edad: 64, Pais: Comores
Nombre: FEDERICO CELIMO ARTAVIA, Edad: 96, Pais: Comores
Nombre: JULIA DELGADO, Edad: 82, Pais: Comores
Nombre: FERNANDO ROMAN, Edad: 1, Pais: Comores
Nombre: JOSEFINA ZAMORA, Edad: 97, Pais: Comores
Nombre: OBELIA AVILA, Edad: 97, Pais: Comores
Nombre: MARIA ALVARADO, Edad: 33, Pais: Comores
Nombre: CECILIA CAMBRONERO, Edad: 92, Pais: Comores
Nombre: FRANCISCA ELVIA CHINCHILLA, Edad: 5, Pais: Comores
Nombre: ODILI SANCHEZ, Edad: 88, Pais: Comores
Nombre: ARNOLDO MONTERO, Edad: 73, Pais: Comores
Nombre: ANTONIA MARIA ACUÑA, Edad: 10, Pais: Comores
Nombre: GUILLERMO ENRIQUE ROLDAN, Edad: 2, Pais: Comores
Nombre: RUBEN MORA, Edad: 85, Pais: Comores
Nombre: MARIA CECILIA MORA, Edad: 85, Pais: Comores
Nombre: LUZ MARINA GRANADOS, Edad: 92, Pais: Comores
Nombre: MARIA CECILIA ARGUEDAS, Edad: 50, Pais: Comores
Nombre: ELSA CALDERON, Edad: 20, Pais: Comores
Nombre: ZORAIDA BARQUERO, Edad: 46, Pais: Comores
Nombre: CLEMENCIA ELIZONDO, Edad: 73, Pais: Comores
Nombre: HERNAN MADRIGAL, Edad: 58, Pais: Comores
Nombre: MARGARITA GONZALEZ, Edad: 16, Pais: Comores
Nombre: BETSABE CERDAS, Edad: 5, Pais: Comores
Nombre: DELFIN MONGE, Edad: 81, Pais: Comores
Nombre: MARIA VALERIO, Edad: 69, Pais: Comores
Nombre: ELIA SALAS, Edad: 32, Pais: Comores
Nombre: NEFTALI TENCIO, Edad: 40, Pais: Comores
Nombre: CRISTINA DELGADO, Edad: 13, Pais: Comores
Nombre: ISABEL VALVERDE, Edad: 45, Pais: Comores
Nombre: ISABEL VALVERDE, Edad: 86, Pais: Comores
Nombre: RAFAEL OSCAR JIMENEZ, Edad: 96, Pais: Comores
Nombre: JESUS CHINCHILLA, Edad: 23, Pais: Comores
Nombre: ELIZABETH MURILLO, Edad: 74, Pais: Comores
Nombre: CARLOS BIRAMONTES, Edad: 95, Pais: Comores
Nombre: EVELIO CERDAS, Edad: 96, Pais: Comores
Nombre: NORA GONZALEZ, Edad: 23, Pais: Comores
Nombre: VIRGINIA BORGE, Edad: 53, Pais: Comores
Nombre: FELICIA VEGA, Edad: 47, Pais: Comores
Nombre: MERCEDES VILMA ROJAS, Edad: 64, Pais: Conakri
Nombre: DESIDERIO GAMBOA, Edad: 20, Pais: Conakri
Nombre: ANA ISABEL HERRERA, Edad: 23, Pais: Conakri
Nombre: JOSE ARTAVIA, Edad: 93, Pais: Conakri
Nombre: GLADYS MATA, Edad: 49, Pais: Conakri
Nombre: BOLIVAR ENRIQUE SAENZ, Edad: 43, Pais: Conakri
Nombre: JORGE ENRIQUE GONZALEZ, Edad: 88, Pais: Conakri
Nombre: CARLOS VALVERDE, Edad: 24, Pais: Conakri
Nombre: MARIA TERESA MORA, Edad: 34, Pais: Conakri
Nombre: ELSA AZOFEIFA, Edad: 100, Pais: Conakri
Nombre: MARTINA MADRIGAL, Edad: 9, Pais: Conakri
Nombre: MARTA HILDA JIMENEZ, Edad: 55, Pais: Conakri
Nombre: VIRGINIA ARIAS, Edad: 76, Pais: Conakri
Nombre: LUZ MARIA HERRERA, Edad: 48, Pais: Conakri
Nombre: JOSE FRANCISCO VARGAS, Edad: 48, Pais: Conakri
Nombre: MERCEDES SEQUEIRA, Edad: 79, Pais: Conakri
Nombre: MARIA EUGENIA BARRIENTOS, Edad: 75, Pais: Conakri
Nombre: MARIA ROSA MORA, Edad: 46, Pais: Conakri
Nombre: MARIA ELENA BRENES, Edad: 26, Pais: Conakri
Nombre: MARCO TULIO ROBLES, Edad: 30, Pais: Conakri
Nombre: REGULO ARAYA, Edad: 67, Pais: Conakri
Nombre: EFRAIN RIVERA, Edad: 18, Pais: Conakri
Nombre: ELENA JIMENEZ, Edad: 60, Pais: Conakri
Nombre: ABIGAIL SOLIS, Edad: 73, Pais: Conakri
Nombre: LEITA HERNANDEZ, Edad: 60, Pais: Conakri
Nombre: ISIDRO ROMERO, Edad: 83, Pais: Conakri
Nombre: MARIA ISABEL MONTEZUMA, Edad: 13, Pais: Conakri
Nombre: RODOLFO BLANCO, Edad: 60, Pais: Conakri
Nombre: RAMON PORRAS, Edad: 90, Pais: Conakri
Nombre: MARIA EUGENIA RAMOS, Edad: 47, Pais: Conakri
Nombre: MARIA VIRGINIA ALVAREZ, Edad: 85, Pais: Conakri
Nombre: MARIA ESTER CORDERO, Edad: 44, Pais: Conakri
Nombre: CATALINA MARIA VARGAS, Edad: 77, Pais: Conakri
Nombre: MIRIAM ELENA GAMBOA, Edad: 91, Pais: Conakri
Nombre: MARCELIA VEGA, Edad: 55, Pais: Conakri
Nombre: RIGOBERTO SOLIS, Edad: 8, Pais: Conakri
Nombre: MARIA TERESA SIBAJA, Edad: 94, Pais: Conakri
Nombre: EIDA CARMEN SIBAJA, Edad: 5, Pais: Conakri
Nombre: ORLANDO ISIDRO ESQUIVEL, Edad: 32, Pais: Conakri
Nombre: VIRGINIA CORDOBA, Edad: 98, Pais: Conakri
Nombre: CARMELINA JIMENEZ, Edad: 83, Pais: Conakri
Nombre: FRANCISCO GONZALEZ, Edad: 88, Pais: Conakri
Nombre: CARLOS MANUEL VILLEGAS, Edad: 92, Pais: Conakri
Nombre: ROMELIA ANGELINA VENEGAS, Edad: 7, Pais: Conakri
Nombre: DANILO RAMIREZ, Edad: 99, Pais: Conakri
Nombre: GRACE CURLING, Edad: 69, Pais: Conakri
Nombre: UBER RUBI, Edad: 85, Pais: Conakri
Nombre: GRACE RODRIGUEZ, Edad: 5, Pais: Conakri
Nombre: MARIA ROJAS, Edad: 91, Pais: Conakri
Nombre: WALTER COTO, Edad: 60, Pais: Conakri
Nombre: ESTELA MONTOYA, Edad: 69, Pais: Conakri
Nombre: ENRIQUE HERNANDEZ, Edad: 76, Pais: Conakri
Nombre: LILIETTE AVILA, Edad: 82, Pais: Conakri
Nombre: MARIA NELLY GUERRERO, Edad: 31, Pais: Conakri
Nombre: ELSA VARGAS, Edad: 89, Pais: Conakri
Nombre: CLARA ACUÑA, Edad: 1, Pais: Conakri
Nombre: RAMON BARBOZA, Edad: 58, Pais: Conakri
Nombre: MARIO BADILLA, Edad: 52, Pais: Conakri
Nombre: GLADYS ARGUEDAS, Edad: 91, Pais: Conakri
Nombre: ROSA ROJAS, Edad: 90, Pais: Conakri
Nombre: VIRGINIA PEREZ, Edad: 62, Pais: Conakri
Nombre: MARIA SOLEDAD ZUÑIGA, Edad: 54, Pais: Conakri
Nombre: ELIDA MORA, Edad: 75, Pais: Conakri
Nombre: JOSE ALBERTO BERMUDEZ, Edad: 97, Pais: Conakri
Nombre: VIRGINIA ALVAREZ, Edad: 73, Pais: Conakri
Nombre: HUMBERTO LEITON, Edad: 91, Pais: Conakri
Nombre: AURORA MORALES, Edad: 48, Pais: Conakri
Nombre: FERNANDO MONTERO, Edad: 55, Pais: Conakri
Nombre: YOLANDA GOMEZ, Edad: 62, Pais: Conakri
Nombre: ETELVINA VALVERDE, Edad: 30, Pais: Conakri
Nombre: MARIA TERESA MONTERO, Edad: 35, Pais: Conakri
Nombre: PAULINA MATA, Edad: 28, Pais: Conakri
Nombre: JUANA BELARMINA CHAVES, Edad: 40, Pais: Conakri
Nombre: JUAN RAFAEL MORA, Edad: 16, Pais: Conakri
Nombre: NOEMY SOTO, Edad: 2, Pais: Conakri
Nombre: MIGUEL FILIBERTO CHINCHILLA, Edad: 46, Pais: Conakri
Nombre: MARIA DEL CARMEN VILLALOBOS, Edad: 14, Pais: Conakri
Nombre: MARGARITA RETANA, Edad: 55, Pais: Conakri
Nombre: BETSABE BERMUDEZ, Edad: 24, Pais: Conakri
Nombre: MARIA DEL ROSARIO UREÑA, Edad: 9, Pais: Conakri
Nombre: MARTA NAVARRO, Edad: 29, Pais: Conakri
Nombre: ELENA CHINCHILLA, Edad: 77, Pais: Conakri
Nombre: GRACIELA MONTES, Edad: 92, Pais: Conakri
Nombre: JOSE MARIA HERRERA, Edad: 88, Pais: Conakri
Nombre: RUBEN FONSECA, Edad: 23, Pais: Conakri
Nombre: VALENTIN MORA, Edad: 20, Pais: Copenhague
Nombre: MARIO ANTONIO GAMBOA, Edad: 62, Pais: Copenhague
Nombre: MIGUEL ANGEL ROJAS, Edad: 96, Pais: Copenhague
Nombre: OSCAR ADRIAN GONZALEZ, Edad: 50, Pais: Copenhague
Nombre: EDUARDO PEREZ, Edad: 28, Pais: Copenhague
Nombre: CECILIA VASQUEZ, Edad: 58, Pais: Copenhague
Nombre: MARIA UMAÑA, Edad: 34, Pais: Copenhague
Nombre: FRANCISCO ROMAN, Edad: 21, Pais: Copenhague
Nombre: ELIAQUIN BARRIOS, Edad: 57, Pais: Copenhague
Nombre: MANUELA CARDENAS, Edad: 94, Pais: Copenhague
Nombre: CARLOS LUIS MADRIGAL, Edad: 9, Pais: Copenhague
Nombre: FELICIA CARRION, Edad: 32, Pais: Copenhague
Nombre: FLOR DE MARIA MIRANDA, Edad: 78, Pais: Copenhague
Nombre: GLADYS PEREZ, Edad: 64, Pais: Copenhague
Nombre: GUIDO NUÑEZ, Edad: 57, Pais: Copenhague
Nombre: CARLOS RAMIREZ, Edad: 42, Pais: Copenhague
Nombre: BLANCA LEON, Edad: 96, Pais: Copenhague
Nombre: ADELINA LOAIZA, Edad: 30, Pais: Copenhague
Nombre: JULIA VARGAS, Edad: 41, Pais: Copenhague
Nombre: ANGEL MENDIETA, Edad: 91, Pais: Copenhague
Nombre: MIGUEL ANGEL SANDI, Edad: 90, Pais: Copenhague
Nombre: GUIDO MORENO, Edad: 24, Pais: Copenhague
Nombre: MARIA DE LOS ANGELES MORA, Edad: 59, Pais: Copenhague
Nombre: JUAN FERNANDO AGUILAR, Edad: 4, Pais: Copenhague
Nombre: MAYRA UMAÑA, Edad: 67, Pais: Copenhague
Nombre: JEANNETTE ALVARADO, Edad: 20, Pais: Copenhague
Nombre: JOSE LUIS BADILLA, Edad: 15, Pais: Copenhague
Nombre: JAVIER DANIEL SOTO, Edad: 15, Pais: Copenhague
Nombre: EMILCE VARGAS, Edad: 47, Pais: Copenhague
Nombre: FLORA GONZALEZ, Edad: 90, Pais: Copenhague
Nombre: ALVARO ROMERO, Edad: 26, Pais: Copenhague
Nombre: ANA CATALINA BARBOZA, Edad: 56, Pais: Copenhague
Nombre: JOSE ANGEL ACUÑA, Edad: 42, Pais: Copenhague
Nombre: MERCEDES MENDEZ, Edad: 8, Pais: Copenhague
Nombre: LUZ MARINA QUIROS, Edad: 1, Pais: Copenhague
Nombre: RAUL ARAYA, Edad: 33, Pais: Copenhague
Nombre: ALICIA ZUÑIGA, Edad: 74, Pais: Copenhague
Nombre: PORFIRIO VARGAS, Edad: 23, Pais: Copenhague
Nombre: EMILIO ANTONIO VALVERDE, Edad: 57, Pais: Copenhague
Nombre: EDWIN VEGA, Edad: 85, Pais: Copenhague
Nombre: ANA LUCRECIA AGUILAR, Edad: 39, Pais: Copenhague
Nombre: CARMEN MORA, Edad: 68, Pais: Copenhague
Nombre: VIRGINIA SANDI, Edad: 25, Pais: Copenhague
Nombre: ELVIDIO JESUS MORA, Edad: 86, Pais: Copenhague
Nombre: MARIA ROSARIO FONSECA, Edad: 22, Pais: Copenhague
Nombre: VIRGINIA ARIAS, Edad: 52, Pais: Copenhague
Nombre: VILMA ROJAS, Edad: 28, Pais: Copenhague
Nombre: HAYDEE BARRIOS, Edad: 97, Pais: Copenhague
Nombre: SARA MARIA HUERTAS, Edad: 77, Pais: Copenhague
Nombre: CARMELINA JIMENEZ, Edad: 39, Pais: Copenhague
Nombre: MYRIAM CASTRO, Edad: 35, Pais: Copenhague
Nombre: MIREYA MARIN, Edad: 40, Pais: Copenhague
Nombre: FLORA MARIA DE LA FUENTE, Edad: 52, Pais: Copenhague
Nombre: WILFRIDO NAVARRO, Edad: 3, Pais: Copenhague
Nombre: BELLA HORTENSIA AZOFEIFA, Edad: 48, Pais: Copenhague
Nombre: RAFAEL FERNANDEZ, Edad: 90, Pais: Copenhague
Nombre: MIGUEL ANGEL GARCIA, Edad: 27, Pais: Copenhague
Nombre: CAMILO VALVERDE, Edad: 32, Pais: Copenhague
Nombre: AUREA MORA, Edad: 55, Pais: Copenhague
Nombre: CLAUDINA BARQUERO, Edad: 91, Pais: Copenhague
Nombre: MIGUEL ANGEL AZOFEIFA, Edad: 74, Pais: Copenhague
Nombre: MARCIANO VILLEGAS, Edad: 91, Pais: Copenhague
Nombre: PORFIDIO CALDERON, Edad: 63, Pais: Copenhague
Nombre: MAXIMILIANO JIMENEZ, Edad: 59, Pais: Copenhague
Nombre: CLAUDIO MOLINA, Edad: 12, Pais: Copenhague
Nombre: LIDIETH SEGURA, Edad: 16, Pais: Copenhague
Nombre: WALTER NUÑEZ, Edad: 71, Pais: Copenhague
Nombre: AMANDO SEGURA, Edad: 96, Pais: Copenhague
Nombre: MARIA ISABEL BARBOZA, Edad: 58, Pais: Copenhague
Nombre: VIRGILIO LEON, Edad: 83, Pais: Copenhague
Nombre: ESTER PEREZ, Edad: 2, Pais: Copenhague
Nombre: RITA SIBAJA, Edad: 59, Pais: Copenhague
Nombre: VITALINA MARTA FERNANDEZ, Edad: 60, Pais: Copenhague
Nombre: HAYDEE PORRAS, Edad: 45, Pais: Copenhague
Nombre: LIGIA SOSA, Edad: 8, Pais: Copenhague
Nombre: TERESITA HIDALGO, Edad: 66, Pais: Copenhague
Nombre: MARIA ADELINA LEON, Edad: 49, Pais: Copenhague
Nombre: MARIA DEL CARMEN ROJAS, Edad: 67, Pais: Copenhague
Nombre: ZORAIDA ELIZONDO, Edad: 36, Pais: Copenhague
Nombre: NESTOR GAMBOA, Edad: 89, Pais: Copenhague
Nombre: ANGELA MARIA CRUZ, Edad: 4, Pais: Copenhague
Nombre: FERNANDO UMAÑA, Edad: 40, Pais: Copenhague
Nombre: ROSARIO CORRALES, Edad: 56, Pais: Copenhague
Nombre: ROSARIO AQUILINA BLANCO, Edad: 46, Pais: Copenhague
Nombre: JORGE AGUILAR, Edad: 54, Pais: Copenhague
Nombre: JUAN BARBOZA, Edad: 98, Pais: Copenhague
Nombre: NELSY LEON, Edad: 23, Pais: Copenhague
Nombre: MARIA ARIAS, Edad: 38, Pais: Copenhague
Nombre: JOSE JOAQUIN CHACON, Edad: 84, Pais: Copenhague
Nombre: LUZ VIRGINIA CASTILLO, Edad: 30, Pais: Copenhague
Nombre: ALICIA DELGADO, Edad: 10, Pais: Copenhague
Nombre: OCTAVIO MONTERO, Edad: 100, Pais: Copenhague
Nombre: LUIS GILBERTO ESTRADA, Edad: 2, Pais: Copenhague
Nombre: TERESA CAMPOS, Edad: 18, Pais: Copenhague
Nombre: MARIA FALLAS, Edad: 62, Pais: Copenhague
Nombre: MISAEL PADILLA, Edad: 65, Pais: Copenhague
Nombre: CARMEN MARIA CHAVARRIA, Edad: 83, Pais: Copenhague
Nombre: ISIDRO SALAS, Edad: 69, Pais: Copenhague
Nombre: JOSE MARIA ROJAS, Edad: 100, Pais: Copenhague
Nombre: TERESA HERNANDEZ, Edad: 42, Pais: Copenhague
Nombre: ESTRELLA FALLAS, Edad: 50, Pais: Copenhague
Nombre: JESUS JIMENEZ, Edad: 33, Pais: Copenhague
Nombre: ROSA PIEDRA, Edad: 68, Pais: Copenhague
Nombre: BENIGNO MARIN, Edad: 15, Pais: Copenhague
Nombre: MARIA ANITA BARRIENTOS, Edad: 14, Pais: Copenhague
Nombre: RAFAEL DIAZ, Edad: 17, Pais: Copenhague
Nombre: MARIO MUÑOZ, Edad: 70, Pais: Copenhague
Nombre: MARIA CRISTINA SOLANO, Edad: 47, Pais: Copenhague
Nombre: DORILA CAMBRONERO, Edad: 75, Pais: Copenhague
Nombre: ROSALIA ROJAS, Edad: 23, Pais: Copenhague
Nombre: IRIS FUENTES, Edad: 4, Pais: Copenhague
Nombre: DIDIMO HERNANDEZ, Edad: 88, Pais: Copenhague
Nombre: MARIA LIDIA HERRERA, Edad: 32, Pais: Copenhague
Nombre: MARTA IRIS GARCIA, Edad: 32, Pais: Corea del Norte
Nombre: MARIA CECILIA FERNANDEZ, Edad: 46, Pais: Corea del Norte
Nombre: GILDA MARTA HERRERA, Edad: 48, Pais: Corea del Norte
Nombre: HECTOR MENA, Edad: 16, Pais: Corea del Norte
Nombre: RAFAEL ANGEL MORA, Edad: 72, Pais: Corea del Norte
Nombre: SOCORRO SOLANO, Edad: 10, Pais: Corea del Norte
Nombre: CARMEN LIDIA FALLAS, Edad: 92, Pais: Corea del Norte
Nombre: ULDERICO AGUILAR, Edad: 57, Pais: Corea del Norte
Nombre: HECTOR ROJAS, Edad: 4, Pais: Corea del Norte
Nombre: MARIA ELENA GARZA, Edad: 79, Pais: Corea del Norte
Nombre: CARLOS LUIS FONSECA, Edad: 41, Pais: Corea del Norte
Nombre: LEILA DIAZ, Edad: 74, Pais: Corea del Norte
Nombre: MILCIADES BONILLA, Edad: 91, Pais: Corea del Norte
Nombre: VIRGINIA GUZMAN, Edad: 68, Pais: Corea del Norte
Nombre: VILMA BARBOZA, Edad: 83, Pais: Corea del Norte
Nombre: DINORAH SANDI, Edad: 97, Pais: Corea del Norte
Nombre: SOLEDAD MARIA CLACHAR, Edad: 10, Pais: Corea del Norte
Nombre: CARLOS ALBERTO CHINCHILLA, Edad: 6, Pais: Corea del Norte
Nombre: ELSA CUBILLO, Edad: 3, Pais: Corea del Norte
Nombre: FERMIN DIAZ, Edad: 8, Pais: Corea del Norte
Nombre: PURA FLOR JIMENEZ, Edad: 21, Pais: Corea del Norte
Nombre: DINORAH MADRIGAL, Edad: 81, Pais: Corea del Norte
Nombre: ELADIO PRADO, Edad: 66, Pais: Corea del Norte
Nombre: GABRIELA SANCHEZ, Edad: 83, Pais: Corea del Norte
Nombre: MARIA TERESA SOLIS, Edad: 53, Pais: Corea del Norte
Nombre: GILBERT MORALES, Edad: 46, Pais: Corea del Norte
Nombre: RAUL TREJOS, Edad: 60, Pais: Corea del Norte
Nombre: ROSA PICADO, Edad: 28, Pais: Corea del Norte
Nombre: MARIA CRISTINA CORELLA, Edad: 70, Pais: Corea del Norte
Nombre: ETELVINA SANDI, Edad: 6, Pais: Corea del Norte
Nombre: ROBERTO RENAULD, Edad: 52, Pais: Corea del Norte
Nombre: AMABLE DEL ROSARIO HERNANDEZ, Edad: 93, Pais: Corea del Norte
Nombre: JULIA DIAZ, Edad: 98, Pais: Corea del Norte
Nombre: MARIA CECILIA DURAN, Edad: 64, Pais: Corea del Norte
Nombre: ANA ISABEL CAMPOS, Edad: 95, Pais: Corea del Norte
Nombre: VIDAL DIAZ, Edad: 97, Pais: Corea del Norte
Nombre: CARLOS MORA, Edad: 63, Pais: Corea del Norte
Nombre: GABRIELA CORONAS, Edad: 27, Pais: Corea del Norte
Nombre: RAFAEL ANGEL JIMENEZ, Edad: 77, Pais: Corea del Norte
Nombre: MARGARITA UREÑA, Edad: 51, Pais: Corea del Norte
Nombre: JOSE VICTOR CASCANTE, Edad: 6, Pais: Corea del Norte
Nombre: MERCEDES CASTRO, Edad: 20, Pais: Corea del Norte
Nombre: FAUSTINO RODRIGO ARAYA, Edad: 38, Pais: Corea del Norte
Nombre: OFELIA ARIAS, Edad: 34, Pais: Corea del Norte
Nombre: CLARA ROSA MOSCOA, Edad: 57, Pais: Corea del Norte
Nombre: MARIA LUISA ELIZONDO, Edad: 53, Pais: Corea del Norte
Nombre: AMADA DUARTE, Edad: 11, Pais: Corea del Norte
Nombre: MARIA MARTA BARBOZA, Edad: 36, Pais: Corea del Norte
Nombre: BLANCA ROSA ARTAVIA, Edad: 9, Pais: Corea del Norte
Nombre: ADOLFO LEON ROSENSTEIN, Edad: 23, Pais: Corea del Norte
Nombre: FLOR MARIA VALVERDE, Edad: 61, Pais: Corea del Norte
Nombre: RAFAEL VALVERDE, Edad: 95, Pais: Corea del Norte
Nombre: URANIA MORA, Edad: 37, Pais: Corea del Norte
Nombre: RUTH CAMPOS, Edad: 27, Pais: Corea del Norte
Nombre: MIRIAM JARA, Edad: 44, Pais: Corea del Norte
Nombre: ARTURO JIMENEZ, Edad: 32, Pais: Corea del Norte
Nombre: ELIET ABARCA, Edad: 92, Pais: Corea del Norte
Nombre: MIRIAM DURAN, Edad: 51, Pais: Corea del Norte
Nombre: LILLY QUIROS, Edad: 68, Pais: Corea del Norte
Nombre: MARIA DE LOS ANGELES AMADOR, Edad: 34, Pais: Corea del Norte
Nombre: VITALINA CHACON, Edad: 60, Pais: Corea del Norte
Nombre: ERNESTINA ROJAS, Edad: 52, Pais: Corea del Norte
Nombre: OLGA VILLALOBOS, Edad: 17, Pais: Corea del Norte
Nombre: TERESA AZOFEIFA, Edad: 72, Pais: Corea del Norte
Nombre: DAISY DURAN, Edad: 92, Pais: Corea del Norte
Nombre: GERMAN BARRAGAN, Edad: 13, Pais: Corea del Norte
Nombre: ROSA MADRIGAL, Edad: 36, Pais: Corea del Norte
Nombre: NAHUM DE LA TRINIDAD LOPEZ, Edad: 99, Pais: Corea del Norte
Nombre: ANTONIO QUESADA, Edad: 30, Pais: Corea del Norte
Nombre: NORMA RESTANI, Edad: 2, Pais: Corea del Norte
Nombre: MARIO RAMOS, Edad: 52, Pais: Corea del Norte
Nombre: HERNAN RODRIGUEZ, Edad: 17, Pais: Corea del Norte
Nombre: ANTONIO ARIAS, Edad: 14, Pais: Corea del Norte
Nombre: VICTOR MANUEL DIAZ, Edad: 18, Pais: Corea del Norte
Nombre: FLORA CORRALES, Edad: 49, Pais: Corea del Norte
Nombre: ANTONIA AZOFEIFA, Edad: 15, Pais: Corea del Norte
Nombre: JORGE LUIS PORRAS, Edad: 14, Pais: Corea del Norte
Nombre: JORGE HIDALGO, Edad: 21, Pais: Corea del Norte
Nombre: JULIA MARTINEZ, Edad: 91, Pais: Corea del Norte
Nombre: EMILCE CHINCHILLA, Edad: 50, Pais: Corea del Norte
Nombre: ROSALIA MARIN, Edad: 85, Pais: Corea del Norte
Nombre: CARMELINA FERNANDEZ, Edad: 71, Pais: Corea del Norte
Nombre: MARIA FONSECA, Edad: 13, Pais: Corea del Norte
Nombre: MARIA ELENA GUZMAN, Edad: 12, Pais: Corea del Sur
Nombre: MARLENE MADRIGAL, Edad: 60, Pais: Corea del Sur
Nombre: DANIEL ALFARO, Edad: 20, Pais: Corea del Sur
Nombre: FLOR DE MARIA MIRANDA, Edad: 16, Pais: Corea del Sur
Nombre: MARCOS AGUILAR, Edad: 68, Pais: Corea del Sur
Nombre: JOSE LUIS BERMUDEZ, Edad: 54, Pais: Corea del Sur
Nombre: ANA CECILIA MORA, Edad: 59, Pais: Corea del Sur
Nombre: VIOLETA ALCAZAR, Edad: 2, Pais: Corea del Sur
Nombre: CARLOS ALBERTO ARAYA, Edad: 47, Pais: Corea del Sur
Nombre: ALVARO BARRIENTOS, Edad: 55, Pais: Corea del Sur
Nombre: ARGENTINA RIVERA, Edad: 53, Pais: Corea del Sur
Nombre: CRISTOBALINA SALAZAR, Edad: 22, Pais: Corea del Sur
Nombre: MARIA SEGURA, Edad: 27, Pais: Corea del Sur
Nombre: MARINO SOLIS, Edad: 96, Pais: Corea del Sur
Nombre: AMOS BARBOZA, Edad: 30, Pais: Corea del Sur
Nombre: JUANA CHAVARRIA, Edad: 44, Pais: Corea del Sur
Nombre: ALICIA SEQUEIRA, Edad: 51, Pais: Corea del Sur
Nombre: NOEMY FERNANDEZ, Edad: 1, Pais: Corea del Sur
Nombre: JOSE ANTONIO INCERA, Edad: 67, Pais: Corea del Sur
Nombre: OLGA MARIA SALAZAR, Edad: 97, Pais: Corea del Sur
Nombre: ZORAIDA QUIROS, Edad: 89, Pais: Corea del Sur
Nombre: MARIA DIAZ, Edad: 36, Pais: Corea del Sur
Nombre: IVETTE ULLOA, Edad: 92, Pais: Corea del Sur
Nombre: ESTRELLA GARRO, Edad: 90, Pais: Corea del Sur
Nombre: MARIA AMELIA MADRIZ, Edad: 18, Pais: Corea del Sur
Nombre: OLGA FALLAS, Edad: 15, Pais: Corea del Sur
Nombre: MILTON LEON, Edad: 44, Pais: Corea del Sur
Nombre: LUZ MARINA CALDERON, Edad: 51, Pais: Corea del Sur
Nombre: MARIA DE LOS ANGELES CARVAJAL, Edad: 37, Pais: Corea del Sur
Nombre: GLADYS MONGE, Edad: 2, Pais: Corea del Sur
Nombre: FERNANDO JIMENEZ, Edad: 58, Pais: Corea del Sur
Nombre: ANA ISABEL FERNANDEZ, Edad: 92, Pais: Corea del Sur
Nombre: AURELIO ARIAS, Edad: 17, Pais: Corea del Sur
Nombre: NICOLAS MORA, Edad: 80, Pais: Corea del Sur
Nombre: MARIA DE LOS ANGELES MORA, Edad: 9, Pais: Corea del Sur
Nombre: FLOR HERNANDEZ, Edad: 39, Pais: Corea del Sur
Nombre: MANUEL ANCHIA, Edad: 13, Pais: Corea del Sur
Nombre: LUZ ARGENTINA COTO, Edad: 58, Pais: Corea del Sur
Nombre: MARIA EUGENIA ZUÑIGA, Edad: 49, Pais: Corea del Sur
Nombre: TERESA AGUILAR, Edad: 41, Pais: Corea del Sur
Nombre: MIRIAM VENEGAS, Edad: 55, Pais: Corea del Sur
Nombre: EDGAR ULLOA, Edad: 74, Pais: Corea del Sur
Nombre: VILMA ANGULO, Edad: 58, Pais: Corea del Sur
Nombre: ALVARO HERRERA, Edad: 49, Pais: Corea del Sur
Nombre: ALBERTINA MORA, Edad: 63, Pais: Corea del Sur
Nombre: DINORAH HERNANDEZ, Edad: 5, Pais: Corea del Sur
Nombre: RAFAEL RAMIRO MORA, Edad: 47, Pais: Corea del Sur
Nombre: VIRGINIA QUESADA, Edad: 21, Pais: Corea del Sur
Nombre: ELIA LIA MONGE, Edad: 16, Pais: Corea del Sur
Nombre: CARMEN VEGA, Edad: 53, Pais: Corea del Sur
Nombre: CLEMENCIA VARGAS, Edad: 72, Pais: Corea del Sur
Nombre: CARMEN MENDEZ, Edad: 81, Pais: Corea del Sur
Nombre: MARIA CRISTINA CUBERO, Edad: 71, Pais: Corea del Sur
Nombre: LUZMILDA BARBOZA, Edad: 65, Pais: Corea del Sur
