Tiempo: 0.002035

Nombre: LIGIA LOBO, Edad: 1, Pais: Ottawa
Nombre: JORGE CORDERO, Edad: 38, Pais: San José
Nombre: CARLOS LUIS GONZALEZ, Edad: 38, Pais: Panamá
Nombre: SIGIBERTO ARIAS, Edad: 38, Pais: Budapest
Nombre: MANUEL CALVO, Edad: 38, Pais: Nicaragua
Nombre: HILDA RODRIGUEZ, Edad: 38, Pais: Bélgica
Nombre: JOSE LUIS OVIEDO, Edad: 38, Pais: Camerún
Nombre: CARLOS ALBERTO HIDALGO, Edad: 38, Pais: Vilna
Nombre: DEYANIRA CESPEDES, Edad: 38, Pais: San Cristobal y Nevis
Nombre: MARCOS ENRIQUE SOLANO, Edad: 38, Pais: Singapur
Nombre: FERNANDO SANCHEZ, Edad: 38, Pais: Gambia
Nombre: HERMINIA MADRIGAL, Edad: 38, Pais: Belice
Nombre: CLARA LINA ALVAREZ, Edad: 39, Pais: Madrid
Nombre: CARLOS RODOLFO SANCHEZ, Edad: 39, Pais: Guyana
Nombre: ELIZABETH JIMENEZ, Edad: 39, Pais: Fidji
Nombre: ZAIDA MARIA ARGUEDAS, Edad: 39, Pais: Gibraltar
Nombre: CLAUDIO MORA, Edad: 39, Pais: Afganistán
Nombre: BELEN GERARDA DIAZ, Edad: 39, Pais: Siria
Nombre: ANA LUZ AGUILAR, Edad: 39, Pais: Kabul
Nombre: CLAUDIA VILLALTA, Edad: 40, Pais: Paraguay
Nombre: ADA MARIA NAVARRO, Edad: 40, Pais: Burundi
Nombre: HILDA MOLINA, Edad: 40, Pais: El Salvador
Nombre: IRMA QUESADA, Edad: 40, Pais: Puerto España
Nombre: MAYRA ISABEL MARTINEZ, Edad: 40, Pais: Uruguay
Nombre: RODRIGO SOTELA, Edad: 40, Pais: Nauru
Nombre: MARIA GLORIA MORALES, Edad: 40, Pais: Palau
Nombre: FERNANDO VARGAS, Edad: 40, Pais: Costa de Marfil
Nombre: ANA CORDERO, Edad: 40, Pais: Corea del Sur
Nombre: EDWIN VARGAS, Edad: 40, Pais: Quito
Nombre: XINIA MORUA, Edad: 40, Pais: San Salvador
Nombre: ALICIA LILIETH ABARCA, Edad: 40, Pais: Guinea Ecuatorial
Nombre: VIDAL CRUZ, Edad: 41, Pais: Praga
Nombre: LILIAM CORDERO, Edad: 41, Pais: Madrid
Nombre: MARIA DE LOS ANGELES VALERIO, Edad: 41, Pais: Islas Cook
Nombre: ELIZABETH VALVERDE, Edad: 41, Pais: Túnez
Nombre: RITA FAITH, Edad: 41, Pais: Biskek
Nombre: ELICINIO UMAÑA, Edad: 41, Pais: Rumanía
Nombre: FLOR MARIA FONSECA, Edad: 41, Pais: Sudáfrica
Nombre: EDUARDO ROBLES, Edad: 41, Pais: Bahrein
Nombre: JORGE MANUEL MORA, Edad: 41, Pais: Polinesia Francesa
Nombre: MARIA DEL CARMEN ROMAN, Edad: 41, Pais: Tíbet
Nombre: RAFAEL ANGEL CHACON, Edad: 41, Pais: Berna
Nombre: RAMON GERARDO MARIN, Edad: 41, Pais: Santiago
Nombre: JORGE CHAVES, Edad: 42, Pais: La Habana
Nombre: MARGARITA ARGUEDAS, Edad: 42, Pais: Timor Oriental
Nombre: MARIO CORRALES, Edad: 42, Pais: Riga
Nombre: FRANCISCA DELGADO, Edad: 42, Pais: Hong Kong
Nombre: LIBRADO DIAZ, Edad: 42, Pais: Guatemala
Nombre: OFELIA MARIN, Edad: 42, Pais: Bahamas
Nombre: ANGEL AQUILES OTAROLA, Edad: 42, Pais: Nigeria
Nombre: AURELIA PIEDRA, Edad: 42, Pais: Jordania
Nombre: VICTOR MANUEL GRANADOS, Edad: 42, Pais: Islas Marshall
Nombre: CARLOS TENORIO, Edad: 42, Pais: Bangkok
Nombre: MAUREEN MARIA MARTINEZ, Edad: 42, Pais: Malasia
Nombre: JULIETA MARIA MORA, Edad: 42, Pais: Seúl
Nombre: LEONIDAS SIBAJA, Edad: 42, Pais: Chile
Nombre: FERNANDO FALLAS, Edad: 42, Pais: Palestina
Nombre: LILIA MONTEALEGRE, Edad: 43, Pais: Corea del Sur
Nombre: ZORAIDA QUESADA, Edad: 43, Pais: Mogadiscio
Nombre: ALEXIS ARIAS, Edad: 43, Pais: Angola
Nombre: LUZ MARINA CASTILLO, Edad: 43, Pais: Samoa
Nombre: MARIA JOSEFINA VALVERDE, Edad: 43, Pais: Conakri
Nombre: FREDDY RAMIREZ, Edad: 43, Pais: Jersey
Nombre: MARIA DE LOS ANGELES MADRIGAL, Edad: 43, Pais: Mayotte
Nombre: NORMA AGUERO, Edad: 43, Pais: Ghana
Nombre: ANTONIO ELIZONDO, Edad: 43, Pais: Líbano
Nombre: JEANNETTE QUIROS, Edad: 43, Pais: España
Nombre: MANUEL VICENTE CASCANTE, Edad: 43, Pais: Bolivia
Nombre: ISABEL SOLANO, Edad: 44, Pais: Conakri
Nombre: EMILCE MELENDEZ, Edad: 44, Pais: San José
Nombre: MARIA CANDIDA MORALES, Edad: 44, Pais: Moscú
Nombre: CARMEN MUÑOZ, Edad: 44, Pais: Melekeok
Nombre: MARIA DE LOS ANGELES CERDAS, Edad: 44, Pais: Madrid
Nombre: CLARA ARAYA, Edad: 44, Pais: Senegal
Nombre: SARAY SALAZAR, Edad: 44, Pais: Bruselas
Nombre: GERARDO SANABRIA, Edad: 44, Pais: Eslovaquia
Nombre: JULIO CESPEDES, Edad: 44, Pais: Malta
Nombre: COLOMBA SEGURA, Edad: 45, Pais: Puerto España
Nombre: LILIA MONTEALEGRE, Edad: 45, Pais: Grecia
Nombre: MARIA LASTENIA CHACON, Edad: 45, Pais: Lisboa
Nombre: RODOLFO QUIROS, Edad: 45, Pais: España
Nombre: LUZ MARINA ALVARADO, Edad: 45, Pais: Chile
Nombre: ALFONSO DELGADO, Edad: 45, Pais: San Marino
Nombre: GLADYS GAMBOA, Edad: 45, Pais: Tarawa
Nombre: EDWIN RIVERA, Edad: 45, Pais: Port Louis
Nombre: LIZBETH RODRIGUEZ, Edad: 45, Pais: República Democrática del Congo
Nombre: SANDRA ROJAS, Edad: 45, Pais: Rusia
Nombre: MIGUEL HIDALGO, Edad: 46, Pais: Hanói
Nombre: FIDEL CALDERON, Edad: 46, Pais: Luanda
Nombre: JULIETA CHAVES, Edad: 46, Pais: Bagdad
Nombre: FRANKLIN CAMPOS, Edad: 46, Pais: Túnez
Nombre: MARIA LUCIA RODRIGUEZ, Edad: 46, Pais: Camerún
Nombre: ELIETH CORDERO, Edad: 46, Pais: Lusaka
Nombre: GERARDO ANTONIO DIAZ, Edad: 46, Pais: Pretoria
Nombre: GERARDO ENRIQUE SOLANO, Edad: 46, Pais: Nasáu
Nombre: MARIO SALAZAR, Edad: 46, Pais: Turkmenistan
Nombre: JORGE EDUARDO FONSECA, Edad: 46, Pais: Islas Feroe
Nombre: DAGOBERTO RIVERA, Edad: 46, Pais: Santa Lucía
Nombre: MERCEDES CASCANTE, Edad: 47, Pais: Luxemburgo
Nombre: MARIA ISABEL SAENZ, Edad: 47, Pais: Tonga
Nombre: CARLOS LUIS VALVERDE, Edad: 47, Pais: Manila
Nombre: ELSA SALAS, Edad: 47, Pais: Gambia
Nombre: JOSE ANGEL CAMACHO, Edad: 47, Pais: Bruselas
Nombre: FRANKLIN CARBALLO, Edad: 47, Pais: República Democrática del Congo
Nombre: WALTER GERARDO BRENES, Edad: 47, Pais: Nueva Caledonia
Nombre: FAUSTINO NARANJO, Edad: 47, Pais: Polonia
Nombre: ADONAY VARGAS, Edad: 47, Pais: Nueva Zelanda
Nombre: NILS FRANCISCO CHAVARRIA, Edad: 47, Pais: Marianas del Nort
Nombre: VICTORIA DURAN, Edad: 47, Pais: Nicosia
Nombre: ELIZABETH ROMERO, Edad: 47, Pais: Macedonia del Norte
Nombre: CLAUDIO GERMAN MORALES, Edad: 48, Pais: México
Nombre: MARIA CRISTINA LEON, Edad: 48, Pais: Guatemala
Nombre: FERNANDO CAMPOS, Edad: 48, Pais: Myanmar
Nombre: MANUEL ANTONIO CERDAS, Edad: 48, Pais: Somalia
Nombre: DENISE GARRON, Edad: 48, Pais: San Vincente y Granadinas
Nombre: MARTA ZAMORA, Edad: 48, Pais: Mauritania
Nombre: GUILLERMO ESCALANTE, Edad: 48, Pais: Samoa Americana
Nombre: FLOR MARINA FLORES, Edad: 48, Pais: Lesotho
Nombre: GERARDINA MONGE, Edad: 48, Pais: India
Nombre: PEGGI ESCALANTE, Edad: 48, Pais: Aruba
Nombre: GUIDO RODRIGO ARAYA, Edad: 48, Pais: Mbabane
Nombre: ENRIQUE RODRIGO ROJAS, Edad: 49, Pais: Ereván
Nombre: ANIBAL SALAZAR, Edad: 49, Pais: Islas de Heard y McDonald
Nombre: ANA ISABEL MONTERO, Edad: 49, Pais: Gaborone
Nombre: JOSE HIDALGO, Edad: 49, Pais: Ciudad del Vaticano
Nombre: MARIA VIRGINIA GRANADOS, Edad: 49, Pais: Maldivas
Nombre: ELIZABETH SALAZAR, Edad: 49, Pais: Guinea Ecuatorial
Nombre: MARIA CECILIA CHAVES, Edad: 49, Pais: Vientián
Nombre: PABLO ENRIQUE MAYORGA, Edad: 49, Pais: Italia
Nombre: OLGA MARTA CHEVEZ, Edad: 49, Pais: La Valeta
Nombre: GABBY ALEXIA CABALLERO, Edad: 49, Pais: Pakistán
Nombre: NOE ARIAS, Edad: 49, Pais: Bangladesh
Nombre: ANA MARIA FERLINI, Edad: 50, Pais: Santiago
Nombre: CARLOS MORA, Edad: 50, Pais: Dakar
Nombre: MAYRA ISABEL MARTINEZ, Edad: 50, Pais: Suecia
Nombre: ANA CECILIA ROJAS, Edad: 50, Pais: Yakarta
Nombre: AIDA MARINA LOAIZA, Edad: 50, Pais: Islas Turcas y Caicos
Nombre: GISELLE PIMENTEL, Edad: 50, Pais: República Democrática del Congo
Nombre: CARLOS BARBOZA, Edad: 51, Pais: Islandia
Nombre: CATALINA GONZALEZ, Edad: 51, Pais: Asjabad
Nombre: JUAN RAMON VALVERDE, Edad: 51, Pais: Uganda
Nombre: MIGUEL ANGEL MURILLO, Edad: 51, Pais: Mauricio
Nombre: EIDA VASQUEZ, Edad: 51, Pais: Buenos Aires
Nombre: BLANCA MESEN, Edad: 51, Pais: Biskek
Nombre: ABEL JOAQUIN HERNANDEZ, Edad: 51, Pais: Croacia
Nombre: CARLOS ROMERO, Edad: 51, Pais: Serbia
Nombre: GLORIA TRINIDAD CASCANTE, Edad: 51, Pais: Fidji
Nombre: ROSARIO MARIA MIRANDA, Edad: 51, Pais: Tailandia
Nombre: MARIA FERNANDA JIMENEZ, Edad: 51, Pais: Kenia
Nombre: GERARDO ANTONIO SABORIO, Edad: 51, Pais: Biskek
Nombre: ILSE MARIA SOLERA, Edad: 51, Pais: Siria
Nombre: LOURDES FERNANDEZ, Edad: 52, Pais: Polonia
Nombre: MAURO EDUARDO MOLINA, Edad: 52, Pais: Chipre
Nombre: MANUEL PARRA, Edad: 52, Pais: Islas Virgenes Americanas
Nombre: SOCORRO CERDAS, Edad: 52, Pais: Estonia
Nombre: MARIA LUISA FERNANDEZ, Edad: 52, Pais: Nigeria
Nombre: CRISTOBALINA ZAMORA, Edad: 52, Pais: Libreville
Nombre: ALONSO CASCANTE, Edad: 52, Pais: Kiribati
Nombre: FLOR MARIA SOLANO, Edad: 52, Pais: Ereván
Nombre: JUAN ANTONIO SOLIS, Edad: 52, Pais: San Pedro y Miquelón
Nombre: MARIA ELENA VILLALTA, Edad: 52, Pais: Guinea Ecuatorial
Nombre: HERNAN VANDER LAAT, Edad: 52, Pais: Andorra
Nombre: HILDA MARIA VARGAS, Edad: 52, Pais: Brasil
Nombre: NURIA MARIA CORDERO, Edad: 52, Pais: Santo Domingo
Nombre: TRINIDAD DE LAS PIEDADES CASCANTE, Edad: 52, Pais: Jerusalén
Nombre: GONZALO GARITA, Edad: 52, Pais: Eslovaquia
Nombre: FRANKLIN ANTONIO CUBERO, Edad: 52, Pais: Gabón
Nombre: BELEN PORRAS, Edad: 53, Pais: Viena
Nombre: ELIZABETH MORA, Edad: 53, Pais: Yibuti
Nombre: MARIA IRIS MONGE, Edad: 53, Pais: Luanda
Nombre: NELLY CHINCHILLA, Edad: 53, Pais: Sri Jayawardenapura Kotte
Nombre: CARMEN MUÑOZ, Edad: 53, Pais: Belice
Nombre: CARMEN MARIA BARLETTA, Edad: 53, Pais: Tokelau
Nombre: ALBERTINA SEGURA, Edad: 53, Pais: Etiopía
Nombre: ANA CECILIA MESEN, Edad: 53, Pais: Brasilia
Nombre: LUIS ALBERTO ZELEDON, Edad: 53, Pais: Mozambique
Nombre: CARLOS BONILLA, Edad: 53, Pais: Malé
Nombre: SANDRA MARIA MORGAN, Edad: 53, Pais: Islas Malvinas
Nombre: MAYRA CECILIA MONTERO, Edad: 53, Pais: Micronesia
Nombre: OLGA MARTA MONTERO, Edad: 53, Pais: Zimbabwe
Nombre: GERARDO HERNANDEZ, Edad: 53, Pais: Indonesia
Nombre: CARMEN LAURA LIZANO, Edad: 53, Pais: Islas Virgenes Británicas
Nombre: CARLOS LUIS BARRANTES, Edad: 54, Pais: Antártida
Nombre: MARIA ISABEL MENDEZ, Edad: 54, Pais: Asunción
Nombre: ARTURO JIMENEZ, Edad: 54, Pais: Arabia Saudita
Nombre: JOSE MANUEL SANCHEZ, Edad: 54, Pais: Guadalupe
Nombre: LUIS ANTONIO MENDOZA, Edad: 54, Pais: Panamá
Nombre: JORGE EDUARDO JIMENEZ, Edad: 54, Pais: Ciudad del Vaticano
Nombre: CARLOS EDUARDO VALVERDE, Edad: 54, Pais: Azerbaiyán
Nombre: LEONEL ALFARO, Edad: 54, Pais: Asunción
Nombre: MARIA AUXILIADORA NUÑEZ, Edad: 54, Pais: Kiev
Nombre: MARIA ODILIA CHAVARRIA, Edad: 55, Pais: Yibuti
Nombre: ILUMINADA BARBOZA, Edad: 55, Pais: Sudán
Nombre: RAMONA LEON, Edad: 55, Pais: Bermudas
Nombre: ROGELIO MORALES, Edad: 55, Pais: Argel
Nombre: RICARDO LANKESTER, Edad: 55, Pais: Senegal
Nombre: SONIA SEGURA, Edad: 55, Pais: Indonesia
Nombre: MARCOS FERNANDEZ, Edad: 55, Pais: Pretoria
Nombre: ANA ISABEL CALDERA, Edad: 55, Pais: Croacia
Nombre: AVELINO PARRA, Edad: 56, Pais: Asjabad
Nombre: LUZMILDA MORA, Edad: 56, Pais: Bangladesh
Nombre: GRACE MASIS, Edad: 56, Pais: Isla Jan Mayen
Nombre: MARIA CECILIA SALAS, Edad: 56, Pais: Abu Dabi
Nombre: JOSE LUIS BARQUERO, Edad: 56, Pais: Windhoek
Nombre: MYRA DEL CARMEN RODRIGUEZ, Edad: 56, Pais: Chisináu
Nombre: HECTOR MORERA, Edad: 56, Pais: Afganistán
Nombre: MARGARITA MORA, Edad: 56, Pais: Budapest
Nombre: ENRIQUE OBREGON, Edad: 57, Pais: Tarawa
Nombre: MARIA ESTELA CASTRO, Edad: 57, Pais: Marruecos
Nombre: VICTOR CASTRO, Edad: 57, Pais: Bielorrusia
Nombre: EDGAR ABELARDO SANCHEZ, Edad: 57, Pais: Filipinas
Nombre: TERESITA RIMOLO, Edad: 57, Pais: Malé
Nombre: MIRIAM GUEVARA, Edad: 57, Pais: Budapest
Nombre: GLADYS MONGE, Edad: 57, Pais: Jartum
Nombre: JUANA MARIA ZUÑIGA, Edad: 57, Pais: Kabul
Nombre: JAIME HERRERA, Edad: 57, Pais: Yamusukro
Nombre: MARTA GRACE JIMENEZ, Edad: 57, Pais: Seúl
Nombre: ANA MARJORIE RODRIGUEZ, Edad: 57, Pais: Timor Oriental
Nombre: AIDA LUZ UMAÑA, Edad: 57, Pais: Islas Virgenes Americanas
Nombre: LIDIETTE BARBOZA, Edad: 58, Pais: Beirut
Nombre: NURIA MAYELA ARTAVIA, Edad: 58, Pais: Luxemburgo
Nombre: ANTONIA JIMENEZ, Edad: 59, Pais: Abuya
Nombre: MARIA CALDERON, Edad: 59, Pais: Mayotte
Nombre: YOLANDA MORA, Edad: 59, Pais: Vietnam
Nombre: MARIA ELENA SANCHEZ, Edad: 59, Pais: Tiflis
Nombre: SILVIA CUBILLO, Edad: 59, Pais: Tanzania
Nombre: LUIS PAULINO OBANDO, Edad: 59, Pais: Indonesia
Nombre: OLGA CASTRO, Edad: 59, Pais: Bridgetown
Nombre: ELIZABETH MORALES, Edad: 59, Pais: Georgia
Nombre: GUILLERMO JOSE GUILA, Edad: 59, Pais: Islas de Heard y McDonald
Nombre: DEYANIRA MATA, Edad: 59, Pais: Sri Jayawardenapura Kotte
Nombre: VIRGINIA ROJAS, Edad: 60, Pais: Palau
Nombre: ZULAY ARAYA, Edad: 60, Pais: Bangladesh
Nombre: CARLOS EDUARDO CASTILLO, Edad: 60, Pais: Kuala Lumpur
Nombre: ROSA MARIA GUZMAN, Edad: 60, Pais: Kirguistán
Nombre: VIRGINIA GODINEZ, Edad: 60, Pais: Liechtenstein
Nombre: MARIA ISABEL CORELLA, Edad: 60, Pais: Antillas Holandesas
Nombre: MARIA DEL ROSARIO ALVARADO, Edad: 60, Pais: Tíbet
Nombre: LUIS EDUARDO ZUÑIGA, Edad: 60, Pais: Panamá
Nombre: RAFAEL ANGEL VARGAS, Edad: 60, Pais: Malta
Nombre: OLGER GERARDO AGUERO, Edad: 60, Pais: Filipinas
Nombre: MARIA TERESA ROBLES, Edad: 61, Pais: Londres
Nombre: EVELTRAN RODRIGUEZ, Edad: 61, Pais: Nicaragua
Nombre: EDGAR SANCHEZ, Edad: 61, Pais: Tirana
Nombre: MARTA CECILIA CHAVARRIA, Edad: 61, Pais: Luxemburgo
Nombre: LILLIANA EUGENIA SALAS, Edad: 61, Pais: España
Nombre: OSCAR MORA, Edad: 61, Pais: Sucre
Nombre: MARCO ANTONIO MARTINEZ, Edad: 61, Pais: Beirut
Nombre: JULIETA MARIA ALFARO, Edad: 61, Pais: Groenlandia
Nombre: GONZALO SEGARES, Edad: 61, Pais: Pionyang
Nombre: ZELMIRA MORALES, Edad: 62, Pais: Serbia
Nombre: RAQUEL MENA, Edad: 62, Pais: Guinea Bissau
Nombre: MARIA ELBA MORA, Edad: 62, Pais: Haiti
Nombre: MARIA CECILIA MORALES, Edad: 62, Pais: Tirana
Nombre: ANA MARIA MENA, Edad: 62, Pais: Zagreb
Nombre: RUTH YAMILET VINDAS, Edad: 62, Pais: Guam
Nombre: ANA ISABEL MARTINEZ, Edad: 62, Pais: Tuvalu
Nombre: RICARDO QUIROS, Edad: 63, Pais: Georgetown
Nombre: RODRIGO GUTIERREZ, Edad: 63, Pais: Moroni
Nombre: ARACELI MENDEZ, Edad: 63, Pais: Trinidad y Tobago
Nombre: MARIA ANGELA BERMUDEZ, Edad: 63, Pais: Honiara
Nombre: GERMAN RETANA, Edad: 63, Pais: San José
Nombre: EIDA DEL CARMEN ALVARADO, Edad: 63, Pais: Bridgetown
Nombre: OLGA CHINCHILLA, Edad: 63, Pais: Windhoek
Nombre: ROSA MARIA SOLIS, Edad: 63, Pais: Lesotho
Nombre: EDGAR QUIROS, Edad: 64, Pais: Bamako
Nombre: OMAR RIGOBERTO DURAN, Edad: 64, Pais: Seúl
Nombre: TRINIDAD TORRES, Edad: 64, Pais: Qatar
Nombre: WILFRIDO ELIZONDO, Edad: 64, Pais: Chipre
Nombre: OLGA MARIA ALDECOBA, Edad: 64, Pais: Porto-Novo
Nombre: CARLOS LUIS GARITA, Edad: 64, Pais: República Checa
Nombre: MIREYA UREÑA, Edad: 64, Pais: Pristina
Nombre: JORGE LUIS RETANA, Edad: 64, Pais: Uzbekistán
Nombre: ZOILA ROSA OVIEDO, Edad: 65, Pais: Bangladesh
Nombre: ALFONSO MUÑOZ, Edad: 65, Pais: Sudo Georgia y los Islas Sandwich del Sur
Nombre: RAMONA BIENVENIDA CHACON, Edad: 65, Pais: Albania
Nombre: MARIA EUGENIA MENESES, Edad: 65, Pais: Nom Pen
Nombre: IRMA VIRGINIA PORRAS, Edad: 65, Pais: Norfolk Island
Nombre: MANUEL ANTONIO MIRANDA, Edad: 65, Pais: Montserrat
Nombre: HAZEL SILVA, Edad: 65, Pais: México
Nombre: ELIZABETH PANIAGUA, Edad: 65, Pais: Gambia
Nombre: OLMAN GERARDO RAMIREZ, Edad: 65, Pais: Brasil
Nombre: MANUEL CHAVARRIA, Edad: 65, Pais: Estonia
Nombre: BERNARDITA VALVERDE, Edad: 65, Pais: Turkmenistan
Nombre: ANA CECILIA RODRIGUEZ, Edad: 65, Pais: Ciudad del Vaticano
Nombre: SERVANDO CESPEDES, Edad: 66, Pais: San Vincente y Granadinas
Nombre: FLORA MADRIGAL, Edad: 66, Pais: Yamusukro
Nombre: RAMON MONTES, Edad: 66, Pais: Gabón
Nombre: EDWIN EDUARDO SEGURA, Edad: 66, Pais: Guam
Nombre: ELVIRA ROJAS, Edad: 66, Pais: Bandar Seri Begawan
Nombre: AQUILINO PICADO, Edad: 66, Pais: Minsk
Nombre: ROGER CASTRO, Edad: 66, Pais: Maldivas
Nombre: VIRGITA ZUÑIGA, Edad: 66, Pais: Beirut
Nombre: CARLOS GERARDO AGUERO, Edad: 66, Pais: El Cairo
Nombre: RICARDO VARGAS, Edad: 66, Pais: Saná
Nombre: CARMEN AURORA CHAVARRIA, Edad: 66, Pais: Managua
Nombre: LEDA MARIA SANCHEZ, Edad: 66, Pais: Quito
Nombre: MYRIAM PANA, Edad: 67, Pais: Bratislava
Nombre: ROSA IVETTE MORA, Edad: 67, Pais: Birmania
Nombre: CARLOS ANTONIO ABARCA, Edad: 67, Pais: Fidji
Nombre: VIRGINIA CECILIANO, Edad: 67, Pais: Japón
Nombre: BERNARDITA ABARCA, Edad: 67, Pais: Moldavia
Nombre: ELIZABETH PALMA, Edad: 67, Pais: Georgetown
Nombre: MATILDE JIMENEZ, Edad: 67, Pais: Maputo
Nombre: ELIZABETH DIAZ, Edad: 67, Pais: Ankara
Nombre: JOSE ANTONIO MORA, Edad: 68, Pais: Santo Domingo
Nombre: ALICIA MENDEZ, Edad: 68, Pais: Guernsey
Nombre: LILLIAM SEGURA, Edad: 68, Pais: Timor Oriental
Nombre: TERESA VARGAS, Edad: 68, Pais: Islas Feroe
Nombre: MARIA LUSITANIA OROZCO, Edad: 68, Pais: Amán
Nombre: ANGELICA MOREIRA, Edad: 68, Pais: Funafuti
Nombre: JENNY FERNANDEZ, Edad: 68, Pais: Singapur
Nombre: JOSE LUIS ACOSTA, Edad: 68, Pais: Isla Christmas
Nombre: CARMEN RAMIREZ, Edad: 68, Pais: Belmopán
Nombre: GRIZEL MORA, Edad: 68, Pais: Mozambique
Nombre: JEANNETTE BONILLA, Edad: 68, Pais: Montserrat
Nombre: JETTY QUIROS, Edad: 69, Pais: Montenegro
Nombre: NOEMI JIMENEZ, Edad: 69, Pais: Georgia
Nombre: MARTA EUGENIA DE LA FUENTE, Edad: 69, Pais: Costa de Marfil
Nombre: ISABEL LEON, Edad: 69, Pais: Nukualofa
Nombre: MARVA AMALIA FENNELL, Edad: 69, Pais: San José
Nombre: IVETTE ORTIZ, Edad: 69, Pais: San José
Nombre: MARIA IRENE MORALES, Edad: 69, Pais: Afganistán
Nombre: TOBIAS LOPEZ, Edad: 69, Pais: Polinesia Francesa
Nombre: CRISTINA AMELIA BAGNARELLO, Edad: 69, Pais: Tuvalu
Nombre: WALTER WEALKINS, Edad: 69, Pais: Túnez
Nombre: HUGO ANDRES BONILLA, Edad: 69, Pais: Francia
Nombre: MARIA DE LOS ANGELES PALAU, Edad: 70, Pais: Kigali
Nombre: VICTOR MANUEL AGUILAR, Edad: 70, Pais: Guatemala
Nombre: JOSE FERNANDO RODRIGUEZ, Edad: 70, Pais: Taiwan
Nombre: LEILA SOLANO, Edad: 70, Pais: Malawi
Nombre: ANA CECILIA SANCHEZ, Edad: 70, Pais: Bielorrusia
Nombre: ILEANA CASTRO, Edad: 70, Pais: Chipre
Nombre: SONIA MARIA CARTIN, Edad: 70, Pais: Chisináu
Nombre: INES MARTINEZ, Edad: 70, Pais: Qatar
Nombre: ROSITA OTAROLA, Edad: 71, Pais: Tokio
Nombre: MARIA ISABEL SAENZ, Edad: 71, Pais: Kiribati
Nombre: CARMEN CESPEDES, Edad: 71, Pais: Guinea Ecuatorial
Nombre: SILVIA SANDRA ZEPEDA, Edad: 71, Pais: Gabón
Nombre: HAYDEE VILLALOBOS, Edad: 71, Pais: Swazilandia
Nombre: MARIA JOAQUINA SOLANO, Edad: 71, Pais: Malasia
Nombre: ANA LORENA RETANA, Edad: 71, Pais: Saint George
Nombre: ODILI ALVAREZ, Edad: 72, Pais: Sudáfrica
Nombre: MARCO TULIO MENDEZ, Edad: 72, Pais: Túnez
Nombre: GUILLERMO ANTONIO SOLIS, Edad: 72, Pais: Ankara
Nombre: LUIS FERNANDO ZAMORA, Edad: 72, Pais: Rusia
Nombre: SONIA PAQUITA CABEZAS, Edad: 72, Pais: Malí
Nombre: TERESITA MUÑOZ, Edad: 72, Pais: Andorra
Nombre: ELIZABETH VARGAS, Edad: 72, Pais: Nauru
Nombre: MARVIN LORIA, Edad: 72, Pais: Trinidad y Tobago
Nombre: PURA ALVARADO, Edad: 73, Pais: Islas Virgenes Británicas
Nombre: FLOR DE MARIA OTAROLA, Edad: 73, Pais: Brasil
Nombre: MIREYA EUGENIA MURILLO, Edad: 73, Pais: Austria
Nombre: RAUL ENRIQUE RIVERA, Edad: 73, Pais: Kingstown
Nombre: JORGE ZUÑIGA, Edad: 73, Pais: Barbados
Nombre: MIGUEL FERNANDEZ, Edad: 73, Pais: Bahrein
Nombre: CARMEN FALLAS, Edad: 73, Pais: Freetown
Nombre: NORMA ARAYA, Edad: 74, Pais: Singapur
Nombre: MILCIADES LEIVA, Edad: 74, Pais: Accra
Nombre: SAMUEL CORRALES, Edad: 74, Pais: India
Nombre: FLOR DE MARIA VALVERDE, Edad: 74, Pais: Guayana Francesa
Nombre: ALEJANDRO BENAVIDES, Edad: 74, Pais: Madrid
Nombre: YULIA ROJAS, Edad: 74, Pais: Maldivas
Nombre: MIRIAM MONTERO, Edad: 74, Pais: Qatar
Nombre: ROBERTO ANTONIO ROJAS, Edad: 74, Pais: Francia
Nombre: GUADALUPITA UMAÑA, Edad: 74, Pais: Victoria
Nombre: MARIA DOLORES MARIN, Edad: 75, Pais: Oslo
Nombre: NOE MORA, Edad: 75, Pais: Yaundé
Nombre: MARTA OTILIA OROZCO, Edad: 75, Pais: Luxemburgo
Nombre: ROSARIO VENANCIO PEREZ, Edad: 75, Pais: Antigua y Barbuda
Nombre: DUBILIA MORENO, Edad: 75, Pais: Guinea Bissau
Nombre: IRMA FELICIA RODRIGUEZ, Edad: 75, Pais: Luxemburgo
Nombre: MANUEL ANTONIO ALFARO, Edad: 75, Pais: Malabo
Nombre: MIREYA PORRAS, Edad: 75, Pais: Majuro
Nombre: ROSA MARIA MUSSIO, Edad: 75, Pais: Isla Christmas
Nombre: HENRY RODRIGUEZ, Edad: 75, Pais: Asmara
Nombre: JOVITA VITALINA JIMENEZ, Edad: 76, Pais: Mogadiscio
Nombre: VITALINA CAMPOS, Edad: 76, Pais: Basseterre
Nombre: JORGE FERNANDO SOTO, Edad: 76, Pais: Brunei Darussalam
Nombre: FRANCIA HIDALGO, Edad: 76, Pais: Benín
Nombre: JUAN BAUTISTA SANCHEZ, Edad: 76, Pais: Liubliana
Nombre: LIDIETTE PICADO, Edad: 76, Pais: Basseterre
Nombre: ANA VICTORIA MASIS, Edad: 76, Pais: Moroni
Nombre: MARIA DE LOS ANGELES DURAN, Edad: 76, Pais: Marianas del Nort
Nombre: MANUEL DOLORES AGUILAR, Edad: 77, Pais: Yaren
