Tiempo: 0.000309

Nombre: MARIA DE LOS ANGELES VALERIO, Edad: 1, Pais: Norfolk Island
Nombre: CARLOS ALBERTO HIDALGO, Edad: 38, Pais: Vilna
Nombre: JOSE LUIS OVIEDO, Edad: 38, Pais: Camerún
Nombre: HILDA RODRIGUEZ, Edad: 38, Pais: Bélgica
Nombre: MANUEL CALVO, Edad: 38, Pais: Nicaragua
Nombre: SIGIBERTO ARIAS, Edad: 38, Pais: Budapest
Nombre: CARLOS LUIS GONZALEZ, Edad: 38, Pais: Panamá
Nombre: JORGE CORDERO, Edad: 38, Pais: San José
Nombre: EMILCE LOPEZ, Edad: 38, Pais: Rusia
Nombre: CARLOS SIBAJA, Edad: 38, Pais: Samoa Americana
Nombre: GUMERCINDO SABORIO, Edad: 38, Pais: Zaire
Nombre: VICTOR JULIO VIQUEZ, Edad: 38, Pais: Isla Bouvet
Nombre: ANA LUZ AGUILAR, Edad: 39, Pais: Kabul
Nombre: BELEN GERARDA DIAZ, Edad: 39, Pais: Siria
Nombre: CLAUDIO MORA, Edad: 39, Pais: Afganistán
Nombre: ZAIDA MARIA ARGUEDAS, Edad: 39, Pais: Gibraltar
Nombre: ELIZABETH JIMENEZ, Edad: 39, Pais: Fidji
Nombre: CARLOS RODOLFO SANCHEZ, Edad: 39, Pais: Guyana
Nombre: CLARA LINA ALVAREZ, Edad: 39, Pais: Madrid
Nombre: ALICIA LILIETH ABARCA, Edad: 40, Pais: Guinea Ecuatorial
Nombre: XINIA MORUA, Edad: 40, Pais: San Salvador
Nombre: EDWIN VARGAS, Edad: 40, Pais: Quito
Nombre: ANA CORDERO, Edad: 40, Pais: Corea del Sur
Nombre: FERNANDO VARGAS, Edad: 40, Pais: Costa de Marfil
Nombre: MARIA GLORIA MORALES, Edad: 40, Pais: Palau
Nombre: RODRIGO SOTELA, Edad: 40, Pais: Nauru
Nombre: MAYRA ISABEL MARTINEZ, Edad: 40, Pais: Uruguay
Nombre: IRMA QUESADA, Edad: 40, Pais: Puerto España
Nombre: HILDA MOLINA, Edad: 40, Pais: El Salvador
Nombre: ADA MARIA NAVARRO, Edad: 40, Pais: Burundi
Nombre: CLAUDIA VILLALTA, Edad: 40, Pais: Paraguay
Nombre: RAMON GERARDO MARIN, Edad: 41, Pais: Santiago
Nombre: RAFAEL ANGEL CHACON, Edad: 41, Pais: Berna
Nombre: MARIA DEL CARMEN ROMAN, Edad: 41, Pais: Tíbet
Nombre: JORGE MANUEL MORA, Edad: 41, Pais: Polinesia Francesa
Nombre: EDUARDO ROBLES, Edad: 41, Pais: Bahrein
Nombre: FLOR MARIA FONSECA, Edad: 41, Pais: Sudáfrica
Nombre: ELICINIO UMAÑA, Edad: 41, Pais: Rumanía
Nombre: RITA FAITH, Edad: 41, Pais: Biskek
Nombre: ELIZABETH VALVERDE, Edad: 41, Pais: Túnez
Nombre: MARIA DE LOS ANGELES VALERIO, Edad: 41, Pais: Islas Cook
Nombre: LILIAM CORDERO, Edad: 41, Pais: Madrid
Nombre: VIDAL CRUZ, Edad: 41, Pais: Praga
Nombre: FERNANDO FALLAS, Edad: 42, Pais: Palestina
Nombre: LEONIDAS SIBAJA, Edad: 42, Pais: Chile
Nombre: JULIETA MARIA MORA, Edad: 42, Pais: Seúl
Nombre: MAUREEN MARIA MARTINEZ, Edad: 42, Pais: Malasia
Nombre: CARLOS TENORIO, Edad: 42, Pais: Bangkok
Nombre: VICTOR MANUEL GRANADOS, Edad: 42, Pais: Islas Marshall
Nombre: AURELIA PIEDRA, Edad: 42, Pais: Jordania
Nombre: ANGEL AQUILES OTAROLA, Edad: 42, Pais: Nigeria
Nombre: OFELIA MARIN, Edad: 42, Pais: Bahamas
Nombre: LIBRADO DIAZ, Edad: 42, Pais: Guatemala
Nombre: FRANCISCA DELGADO, Edad: 42, Pais: Hong Kong
Nombre: MARIO CORRALES, Edad: 42, Pais: Riga
Nombre: MARGARITA ARGUEDAS, Edad: 42, Pais: Timor Oriental
Nombre: JORGE CHAVES, Edad: 42, Pais: La Habana
Nombre: MANUEL VICENTE CASCANTE, Edad: 43, Pais: Bolivia
Nombre: JEANNETTE QUIROS, Edad: 43, Pais: España
Nombre: ANTONIO ELIZONDO, Edad: 43, Pais: Líbano
Nombre: NORMA AGUERO, Edad: 43, Pais: Ghana
Nombre: MARIA DE LOS ANGELES MADRIGAL, Edad: 43, Pais: Mayotte
Nombre: FREDDY RAMIREZ, Edad: 43, Pais: Jersey
Nombre: MARIA JOSEFINA VALVERDE, Edad: 43, Pais: Conakri
Nombre: LUZ MARINA CASTILLO, Edad: 43, Pais: Samoa
Nombre: ALEXIS ARIAS, Edad: 43, Pais: Angola
Nombre: ZORAIDA QUESADA, Edad: 43, Pais: Mogadiscio
Nombre: LILIA MONTEALEGRE, Edad: 43, Pais: Corea del Sur
Nombre: JULIO CESPEDES, Edad: 44, Pais: Malta
Nombre: GERARDO SANABRIA, Edad: 44, Pais: Eslovaquia
Nombre: SARAY SALAZAR, Edad: 44, Pais: Bruselas
Nombre: CLARA ARAYA, Edad: 44, Pais: Senegal
Nombre: MARIA DE LOS ANGELES CERDAS, Edad: 44, Pais: Madrid
Nombre: CARMEN MUÑOZ, Edad: 44, Pais: Melekeok
Nombre: MARIA CANDIDA MORALES, Edad: 44, Pais: Moscú
Nombre: EMILCE MELENDEZ, Edad: 44, Pais: San José
Nombre: ISABEL SOLANO, Edad: 44, Pais: Conakri
Nombre: SANDRA ROJAS, Edad: 45, Pais: Rusia
Nombre: LIZBETH RODRIGUEZ, Edad: 45, Pais: República Democrática del Congo
Nombre: EDWIN RIVERA, Edad: 45, Pais: Port Louis
Nombre: GLADYS GAMBOA, Edad: 45, Pais: Tarawa
Nombre: ALFONSO DELGADO, Edad: 45, Pais: San Marino
Nombre: LUZ MARINA ALVARADO, Edad: 45, Pais: Chile
Nombre: RODOLFO QUIROS, Edad: 45, Pais: España
Nombre: MARIA LASTENIA CHACON, Edad: 45, Pais: Lisboa
Nombre: LILIA MONTEALEGRE, Edad: 45, Pais: Grecia
Nombre: COLOMBA SEGURA, Edad: 45, Pais: Puerto España
Nombre: DAGOBERTO RIVERA, Edad: 46, Pais: Santa Lucía
Nombre: JORGE EDUARDO FONSECA, Edad: 46, Pais: Islas Feroe
Nombre: MARIO SALAZAR, Edad: 46, Pais: Turkmenistan
Nombre: GERARDO ENRIQUE SOLANO, Edad: 46, Pais: Nasáu
Nombre: GERARDO ANTONIO DIAZ, Edad: 46, Pais: Pretoria
Nombre: ELIETH CORDERO, Edad: 46, Pais: Lusaka
Nombre: MARIA LUCIA RODRIGUEZ, Edad: 46, Pais: Camerún
Nombre: FRANKLIN CAMPOS, Edad: 46, Pais: Túnez
Nombre: JULIETA CHAVES, Edad: 46, Pais: Bagdad
Nombre: FIDEL CALDERON, Edad: 46, Pais: Luanda
Nombre: MIGUEL HIDALGO, Edad: 46, Pais: Hanói
Nombre: ELIZABETH ROMERO, Edad: 47, Pais: Macedonia del Norte
Nombre: VICTORIA DURAN, Edad: 47, Pais: Nicosia
Nombre: NILS FRANCISCO CHAVARRIA, Edad: 47, Pais: Marianas del Nort
Nombre: ADONAY VARGAS, Edad: 47, Pais: Nueva Zelanda
Nombre: FAUSTINO NARANJO, Edad: 47, Pais: Polonia
Nombre: WALTER GERARDO BRENES, Edad: 47, Pais: Nueva Caledonia
Nombre: FRANKLIN CARBALLO, Edad: 47, Pais: República Democrática del Congo
Nombre: JOSE ANGEL CAMACHO, Edad: 47, Pais: Bruselas
Nombre: ELSA SALAS, Edad: 47, Pais: Gambia
Nombre: CARLOS LUIS VALVERDE, Edad: 47, Pais: Manila
Nombre: MARIA ISABEL SAENZ, Edad: 47, Pais: Tonga
Nombre: MERCEDES CASCANTE, Edad: 47, Pais: Luxemburgo
Nombre: GUIDO RODRIGO ARAYA, Edad: 48, Pais: Mbabane
Nombre: PEGGI ESCALANTE, Edad: 48, Pais: Aruba
Nombre: GERARDINA MONGE, Edad: 48, Pais: India
Nombre: FLOR MARINA FLORES, Edad: 48, Pais: Lesotho
Nombre: GUILLERMO ESCALANTE, Edad: 48, Pais: Samoa Americana
Nombre: MARTA ZAMORA, Edad: 48, Pais: Mauritania
Nombre: DENISE GARRON, Edad: 48, Pais: San Vincente y Granadinas
Nombre: MANUEL ANTONIO CERDAS, Edad: 48, Pais: Somalia
Nombre: FERNANDO CAMPOS, Edad: 48, Pais: Myanmar
Nombre: MARIA CRISTINA LEON, Edad: 48, Pais: Guatemala
Nombre: CLAUDIO GERMAN MORALES, Edad: 48, Pais: México
Nombre: NOE ARIAS, Edad: 49, Pais: Bangladesh
Nombre: GABBY ALEXIA CABALLERO, Edad: 49, Pais: Pakistán
Nombre: OLGA MARTA CHEVEZ, Edad: 49, Pais: La Valeta
Nombre: PABLO ENRIQUE MAYORGA, Edad: 49, Pais: Italia
Nombre: MARIA CECILIA CHAVES, Edad: 49, Pais: Vientián
Nombre: ELIZABETH SALAZAR, Edad: 49, Pais: Guinea Ecuatorial
Nombre: MARIA VIRGINIA GRANADOS, Edad: 49, Pais: Maldivas
Nombre: JOSE HIDALGO, Edad: 49, Pais: Ciudad del Vaticano
Nombre: ANA ISABEL MONTERO, Edad: 49, Pais: Gaborone
Nombre: ANIBAL SALAZAR, Edad: 49, Pais: Islas de Heard y McDonald
Nombre: ENRIQUE RODRIGO ROJAS, Edad: 49, Pais: Ereván
Nombre: GISELLE PIMENTEL, Edad: 50, Pais: República Democrática del Congo
Nombre: AIDA MARINA LOAIZA, Edad: 50, Pais: Islas Turcas y Caicos
Nombre: ANA CECILIA ROJAS, Edad: 50, Pais: Yakarta
Nombre: MAYRA ISABEL MARTINEZ, Edad: 50, Pais: Suecia
Nombre: CARLOS MORA, Edad: 50, Pais: Dakar
Nombre: ANA MARIA FERLINI, Edad: 50, Pais: Santiago
Nombre: ILSE MARIA SOLERA, Edad: 51, Pais: Siria
Nombre: GERARDO ANTONIO SABORIO, Edad: 51, Pais: Biskek
Nombre: MARIA FERNANDA JIMENEZ, Edad: 51, Pais: Kenia
Nombre: ROSARIO MARIA MIRANDA, Edad: 51, Pais: Tailandia
Nombre: GLORIA TRINIDAD CASCANTE, Edad: 51, Pais: Fidji
Nombre: CARLOS ROMERO, Edad: 51, Pais: Serbia
Nombre: ABEL JOAQUIN HERNANDEZ, Edad: 51, Pais: Croacia
Nombre: BLANCA MESEN, Edad: 51, Pais: Biskek
Nombre: EIDA VASQUEZ, Edad: 51, Pais: Buenos Aires
Nombre: MIGUEL ANGEL MURILLO, Edad: 51, Pais: Mauricio
Nombre: JUAN RAMON VALVERDE, Edad: 51, Pais: Uganda
Nombre: CATALINA GONZALEZ, Edad: 51, Pais: Asjabad
Nombre: CARLOS BARBOZA, Edad: 51, Pais: Islandia
Nombre: FRANKLIN ANTONIO CUBERO, Edad: 52, Pais: Gabón
Nombre: GONZALO GARITA, Edad: 52, Pais: Eslovaquia
Nombre: TRINIDAD DE LAS PIEDADES CASCANTE, Edad: 52, Pais: Jerusalén
Nombre: NURIA MARIA CORDERO, Edad: 52, Pais: Santo Domingo
Nombre: HILDA MARIA VARGAS, Edad: 52, Pais: Brasil
Nombre: HERNAN VANDER LAAT, Edad: 52, Pais: Andorra
Nombre: MARIA ELENA VILLALTA, Edad: 52, Pais: Guinea Ecuatorial
Nombre: JUAN ANTONIO SOLIS, Edad: 52, Pais: San Pedro y Miquelón
Nombre: FLOR MARIA SOLANO, Edad: 52, Pais: Ereván
Nombre: ALONSO CASCANTE, Edad: 52, Pais: Kiribati
Nombre: CRISTOBALINA ZAMORA, Edad: 52, Pais: Libreville
Nombre: MARIA LUISA FERNANDEZ, Edad: 52, Pais: Nigeria
Nombre: SOCORRO CERDAS, Edad: 52, Pais: Estonia
Nombre: MANUEL PARRA, Edad: 52, Pais: Islas Virgenes Americanas
Nombre: MAURO EDUARDO MOLINA, Edad: 52, Pais: Chipre
Nombre: LOURDES FERNANDEZ, Edad: 52, Pais: Polonia
Nombre: CARMEN LAURA LIZANO, Edad: 53, Pais: Islas Virgenes Británicas
Nombre: GERARDO HERNANDEZ, Edad: 53, Pais: Indonesia
Nombre: OLGA MARTA MONTERO, Edad: 53, Pais: Zimbabwe
Nombre: MAYRA CECILIA MONTERO, Edad: 53, Pais: Micronesia
Nombre: SANDRA MARIA MORGAN, Edad: 53, Pais: Islas Malvinas
Nombre: CARLOS BONILLA, Edad: 53, Pais: Malé
Nombre: LUIS ALBERTO ZELEDON, Edad: 53, Pais: Mozambique
Nombre: ANA CECILIA MESEN, Edad: 53, Pais: Brasilia
Nombre: ALBERTINA SEGURA, Edad: 53, Pais: Etiopía
Nombre: CARMEN MARIA BARLETTA, Edad: 53, Pais: Tokelau
Nombre: CARMEN MUÑOZ, Edad: 53, Pais: Belice
Nombre: NELLY CHINCHILLA, Edad: 53, Pais: Sri Jayawardenapura Kotte
Nombre: MARIA IRIS MONGE, Edad: 53, Pais: Luanda
Nombre: ELIZABETH MORA, Edad: 53, Pais: Yibuti
Nombre: BELEN PORRAS, Edad: 53, Pais: Viena
Nombre: MARIA AUXILIADORA NUÑEZ, Edad: 54, Pais: Kiev
Nombre: LEONEL ALFARO, Edad: 54, Pais: Asunción
Nombre: CARLOS EDUARDO VALVERDE, Edad: 54, Pais: Azerbaiyán
Nombre: JORGE EDUARDO JIMENEZ, Edad: 54, Pais: Ciudad del Vaticano
Nombre: LUIS ANTONIO MENDOZA, Edad: 54, Pais: Panamá
Nombre: JOSE MANUEL SANCHEZ, Edad: 54, Pais: Guadalupe
Nombre: ARTURO JIMENEZ, Edad: 54, Pais: Arabia Saudita
Nombre: MARIA ISABEL MENDEZ, Edad: 54, Pais: Asunción
Nombre: CARLOS LUIS BARRANTES, Edad: 54, Pais: Antártida
Nombre: ANA ISABEL CALDERA, Edad: 55, Pais: Croacia
Nombre: MARCOS FERNANDEZ, Edad: 55, Pais: Pretoria
Nombre: SONIA SEGURA, Edad: 55, Pais: Indonesia
Nombre: RICARDO LANKESTER, Edad: 55, Pais: Senegal
Nombre: ROGELIO MORALES, Edad: 55, Pais: Argel
Nombre: RAMONA LEON, Edad: 55, Pais: Bermudas
Nombre: ILUMINADA BARBOZA, Edad: 55, Pais: Sudán
Nombre: MARIA ODILIA CHAVARRIA, Edad: 55, Pais: Yibuti
Nombre: MARGARITA MORA, Edad: 56, Pais: Budapest
Nombre: HECTOR MORERA, Edad: 56, Pais: Afganistán
Nombre: MYRA DEL CARMEN RODRIGUEZ, Edad: 56, Pais: Chisináu
Nombre: JOSE LUIS BARQUERO, Edad: 56, Pais: Windhoek
Nombre: MARIA CECILIA SALAS, Edad: 56, Pais: Abu Dabi
Nombre: GRACE MASIS, Edad: 56, Pais: Isla Jan Mayen
Nombre: LUZMILDA MORA, Edad: 56, Pais: Bangladesh
Nombre: AVELINO PARRA, Edad: 56, Pais: Asjabad
Nombre: AIDA LUZ UMAÑA, Edad: 57, Pais: Islas Virgenes Americanas
Nombre: ANA MARJORIE RODRIGUEZ, Edad: 57, Pais: Timor Oriental
Nombre: MARTA GRACE JIMENEZ, Edad: 57, Pais: Seúl
Nombre: JAIME HERRERA, Edad: 57, Pais: Yamusukro
Nombre: JUANA MARIA ZUÑIGA, Edad: 57, Pais: Kabul
Nombre: GLADYS MONGE, Edad: 57, Pais: Jartum
Nombre: MIRIAM GUEVARA, Edad: 57, Pais: Budapest
Nombre: TERESITA RIMOLO, Edad: 57, Pais: Malé
Nombre: EDGAR ABELARDO SANCHEZ, Edad: 57, Pais: Filipinas
Nombre: VICTOR CASTRO, Edad: 57, Pais: Bielorrusia
Nombre: MARIA ESTELA CASTRO, Edad: 57, Pais: Marruecos
Nombre: ENRIQUE OBREGON, Edad: 57, Pais: Tarawa
Nombre: NURIA MAYELA ARTAVIA, Edad: 58, Pais: Luxemburgo
Nombre: LIDIETTE BARBOZA, Edad: 58, Pais: Beirut
Nombre: DEYANIRA MATA, Edad: 59, Pais: Sri Jayawardenapura Kotte
Nombre: GUILLERMO JOSE GUILA, Edad: 59, Pais: Islas de Heard y McDonald
Nombre: ELIZABETH MORALES, Edad: 59, Pais: Georgia
Nombre: OLGA CASTRO, Edad: 59, Pais: Bridgetown
Nombre: LUIS PAULINO OBANDO, Edad: 59, Pais: Indonesia
Nombre: SILVIA CUBILLO, Edad: 59, Pais: Tanzania
Nombre: MARIA ELENA SANCHEZ, Edad: 59, Pais: Tiflis
Nombre: YOLANDA MORA, Edad: 59, Pais: Vietnam
Nombre: MARIA CALDERON, Edad: 59, Pais: Mayotte
Nombre: ANTONIA JIMENEZ, Edad: 59, Pais: Abuya
Nombre: OLGER GERARDO AGUERO, Edad: 60, Pais: Filipinas
Nombre: RAFAEL ANGEL VARGAS, Edad: 60, Pais: Malta
Nombre: LUIS EDUARDO ZUÑIGA, Edad: 60, Pais: Panamá
Nombre: MARIA DEL ROSARIO ALVARADO, Edad: 60, Pais: Tíbet
Nombre: MARIA ISABEL CORELLA, Edad: 60, Pais: Antillas Holandesas
Nombre: VIRGINIA GODINEZ, Edad: 60, Pais: Liechtenstein
Nombre: ROSA MARIA GUZMAN, Edad: 60, Pais: Kirguistán
Nombre: CARLOS EDUARDO CASTILLO, Edad: 60, Pais: Kuala Lumpur
Nombre: ZULAY ARAYA, Edad: 60, Pais: Bangladesh
Nombre: VIRGINIA ROJAS, Edad: 60, Pais: Palau
Nombre: GONZALO SEGARES, Edad: 61, Pais: Pionyang
Nombre: JULIETA MARIA ALFARO, Edad: 61, Pais: Groenlandia
Nombre: MARCO ANTONIO MARTINEZ, Edad: 61, Pais: Beirut
Nombre: OSCAR MORA, Edad: 61, Pais: Sucre
Nombre: LILLIANA EUGENIA SALAS, Edad: 61, Pais: España
Nombre: MARTA CECILIA CHAVARRIA, Edad: 61, Pais: Luxemburgo
Nombre: EDGAR SANCHEZ, Edad: 61, Pais: Tirana
Nombre: EVELTRAN RODRIGUEZ, Edad: 61, Pais: Nicaragua
Nombre: MARIA TERESA ROBLES, Edad: 61, Pais: Londres
Nombre: ANA ISABEL MARTINEZ, Edad: 62, Pais: Tuvalu
Nombre: RUTH YAMILET VINDAS, Edad: 62, Pais: Guam
Nombre: ANA MARIA MENA, Edad: 62, Pais: Zagreb
Nombre: MARIA CECILIA MORALES, Edad: 62, Pais: Tirana
Nombre: MARIA ELBA MORA, Edad: 62, Pais: Haiti
Nombre: RAQUEL MENA, Edad: 62, Pais: Guinea Bissau
Nombre: ZELMIRA MORALES, Edad: 62, Pais: Serbia
Nombre: ROSA MARIA SOLIS, Edad: 63, Pais: Lesotho
Nombre: OLGA CHINCHILLA, Edad: 63, Pais: Windhoek
Nombre: EIDA DEL CARMEN ALVARADO, Edad: 63, Pais: Bridgetown
Nombre: GERMAN RETANA, Edad: 63, Pais: San José
Nombre: MARIA ANGELA BERMUDEZ, Edad: 63, Pais: Honiara
Nombre: ARACELI MENDEZ, Edad: 63, Pais: Trinidad y Tobago
Nombre: RODRIGO GUTIERREZ, Edad: 63, Pais: Moroni
Nombre: RICARDO QUIROS, Edad: 63, Pais: Georgetown
Nombre: JORGE LUIS RETANA, Edad: 64, Pais: Uzbekistán
Nombre: MIREYA UREÑA, Edad: 64, Pais: Pristina
Nombre: CARLOS LUIS GARITA, Edad: 64, Pais: República Checa
Nombre: OLGA MARIA ALDECOBA, Edad: 64, Pais: Porto-Novo
Nombre: WILFRIDO ELIZONDO, Edad: 64, Pais: Chipre
Nombre: TRINIDAD TORRES, Edad: 64, Pais: Qatar
Nombre: OMAR RIGOBERTO DURAN, Edad: 64, Pais: Seúl
Nombre: EDGAR QUIROS, Edad: 64, Pais: Bamako
Nombre: ANA CECILIA RODRIGUEZ, Edad: 65, Pais: Ciudad del Vaticano
Nombre: BERNARDITA VALVERDE, Edad: 65, Pais: Turkmenistan
Nombre: MANUEL CHAVARRIA, Edad: 65, Pais: Estonia
Nombre: OLMAN GERARDO RAMIREZ, Edad: 65, Pais: Brasil
Nombre: ELIZABETH PANIAGUA, Edad: 65, Pais: Gambia
Nombre: HAZEL SILVA, Edad: 65, Pais: México
Nombre: MANUEL ANTONIO MIRANDA, Edad: 65, Pais: Montserrat
Nombre: IRMA VIRGINIA PORRAS, Edad: 65, Pais: Norfolk Island
Nombre: MARIA EUGENIA MENESES, Edad: 65, Pais: Nom Pen
Nombre: RAMONA BIENVENIDA CHACON, Edad: 65, Pais: Albania
Nombre: ALFONSO MUÑOZ, Edad: 65, Pais: Sudo Georgia y los Islas Sandwich del Sur
Nombre: ZOILA ROSA OVIEDO, Edad: 65, Pais: Bangladesh
Nombre: LEDA MARIA SANCHEZ, Edad: 66, Pais: Quito
Nombre: CARMEN AURORA CHAVARRIA, Edad: 66, Pais: Managua
Nombre: RICARDO VARGAS, Edad: 66, Pais: Saná
Nombre: CARLOS GERARDO AGUERO, Edad: 66, Pais: El Cairo
Nombre: VIRGITA ZUÑIGA, Edad: 66, Pais: Beirut
Nombre: ROGER CASTRO, Edad: 66, Pais: Maldivas
Nombre: AQUILINO PICADO, Edad: 66, Pais: Minsk
Nombre: ELVIRA ROJAS, Edad: 66, Pais: Bandar Seri Begawan
Nombre: EDWIN EDUARDO SEGURA, Edad: 66, Pais: Guam
Nombre: RAMON MONTES, Edad: 66, Pais: Gabón
Nombre: FLORA MADRIGAL, Edad: 66, Pais: Yamusukro
Nombre: SERVANDO CESPEDES, Edad: 66, Pais: San Vincente y Granadinas
Nombre: ELIZABETH DIAZ, Edad: 67, Pais: Ankara
Nombre: MATILDE JIMENEZ, Edad: 67, Pais: Maputo
Nombre: ELIZABETH PALMA, Edad: 67, Pais: Georgetown
Nombre: BERNARDITA ABARCA, Edad: 67, Pais: Moldavia
Nombre: VIRGINIA CECILIANO, Edad: 67, Pais: Japón
Nombre: CARLOS ANTONIO ABARCA, Edad: 67, Pais: Fidji
Nombre: ROSA IVETTE MORA, Edad: 67, Pais: Birmania
Nombre: MYRIAM PANA, Edad: 67, Pais: Bratislava
Nombre: JEANNETTE BONILLA, Edad: 68, Pais: Montserrat
Nombre: GRIZEL MORA, Edad: 68, Pais: Mozambique
Nombre: CARMEN RAMIREZ, Edad: 68, Pais: Belmopán
Nombre: JOSE LUIS ACOSTA, Edad: 68, Pais: Isla Christmas
Nombre: JENNY FERNANDEZ, Edad: 68, Pais: Singapur
Nombre: ANGELICA MOREIRA, Edad: 68, Pais: Funafuti
Nombre: MARIA LUSITANIA OROZCO, Edad: 68, Pais: Amán
Nombre: TERESA VARGAS, Edad: 68, Pais: Islas Feroe
Nombre: LILLIAM SEGURA, Edad: 68, Pais: Timor Oriental
Nombre: ALICIA MENDEZ, Edad: 68, Pais: Guernsey
Nombre: JOSE ANTONIO MORA, Edad: 68, Pais: Santo Domingo
Nombre: HUGO ANDRES BONILLA, Edad: 69, Pais: Francia
Nombre: WALTER WEALKINS, Edad: 69, Pais: Túnez
Nombre: CRISTINA AMELIA BAGNARELLO, Edad: 69, Pais: Tuvalu
Nombre: TOBIAS LOPEZ, Edad: 69, Pais: Polinesia Francesa
Nombre: MARIA IRENE MORALES, Edad: 69, Pais: Afganistán
Nombre: IVETTE ORTIZ, Edad: 69, Pais: San José
Nombre: MARVA AMALIA FENNELL, Edad: 69, Pais: San José
Nombre: ISABEL LEON, Edad: 69, Pais: Nukualofa
Nombre: MARTA EUGENIA DE LA FUENTE, Edad: 69, Pais: Costa de Marfil
Nombre: NOEMI JIMENEZ, Edad: 69, Pais: Georgia
Nombre: JETTY QUIROS, Edad: 69, Pais: Montenegro
Nombre: INES MARTINEZ, Edad: 70, Pais: Qatar
Nombre: SONIA MARIA CARTIN, Edad: 70, Pais: Chisináu
Nombre: ILEANA CASTRO, Edad: 70, Pais: Chipre
Nombre: ANA CECILIA SANCHEZ, Edad: 70, Pais: Bielorrusia
Nombre: LEILA SOLANO, Edad: 70, Pais: Malawi
Nombre: JOSE FERNANDO RODRIGUEZ, Edad: 70, Pais: Taiwan
Nombre: VICTOR MANUEL AGUILAR, Edad: 70, Pais: Guatemala
Nombre: MARIA DE LOS ANGELES PALAU, Edad: 70, Pais: Kigali
Nombre: ANA LORENA RETANA, Edad: 71, Pais: Saint George
Nombre: MARIA JOAQUINA SOLANO, Edad: 71, Pais: Malasia
Nombre: HAYDEE VILLALOBOS, Edad: 71, Pais: Swazilandia
Nombre: SILVIA SANDRA ZEPEDA, Edad: 71, Pais: Gabón
Nombre: CARMEN CESPEDES, Edad: 71, Pais: Guinea Ecuatorial
Nombre: MARIA ISABEL SAENZ, Edad: 71, Pais: Kiribati
Nombre: ROSITA OTAROLA, Edad: 71, Pais: Tokio
Nombre: MARVIN LORIA, Edad: 72, Pais: Trinidad y Tobago
Nombre: ELIZABETH VARGAS, Edad: 72, Pais: Nauru
Nombre: TERESITA MUÑOZ, Edad: 72, Pais: Andorra
Nombre: SONIA PAQUITA CABEZAS, Edad: 72, Pais: Malí
Nombre: LUIS FERNANDO ZAMORA, Edad: 72, Pais: Rusia
Nombre: GUILLERMO ANTONIO SOLIS, Edad: 72, Pais: Ankara
Nombre: MARCO TULIO MENDEZ, Edad: 72, Pais: Túnez
Nombre: ODILI ALVAREZ, Edad: 72, Pais: Sudáfrica
Nombre: CARMEN FALLAS, Edad: 73, Pais: Freetown
Nombre: MIGUEL FERNANDEZ, Edad: 73, Pais: Bahrein
Nombre: JORGE ZUÑIGA, Edad: 73, Pais: Barbados
Nombre: RAUL ENRIQUE RIVERA, Edad: 73, Pais: Kingstown
Nombre: MIREYA EUGENIA MURILLO, Edad: 73, Pais: Austria
Nombre: FLOR DE MARIA OTAROLA, Edad: 73, Pais: Brasil
Nombre: PURA ALVARADO, Edad: 73, Pais: Islas Virgenes Británicas
Nombre: GUADALUPITA UMAÑA, Edad: 74, Pais: Victoria
Nombre: ROBERTO ANTONIO ROJAS, Edad: 74, Pais: Francia
Nombre: MIRIAM MONTERO, Edad: 74, Pais: Qatar
Nombre: YULIA ROJAS, Edad: 74, Pais: Maldivas
Nombre: ALEJANDRO BENAVIDES, Edad: 74, Pais: Madrid
Nombre: FLOR DE MARIA VALVERDE, Edad: 74, Pais: Guayana Francesa
Nombre: SAMUEL CORRALES, Edad: 74, Pais: India
Nombre: MILCIADES LEIVA, Edad: 74, Pais: Accra
Nombre: NORMA ARAYA, Edad: 74, Pais: Singapur
Nombre: HENRY RODRIGUEZ, Edad: 75, Pais: Asmara
Nombre: ROSA MARIA MUSSIO, Edad: 75, Pais: Isla Christmas
Nombre: MIREYA PORRAS, Edad: 75, Pais: Majuro
Nombre: MANUEL ANTONIO ALFARO, Edad: 75, Pais: Malabo
Nombre: IRMA FELICIA RODRIGUEZ, Edad: 75, Pais: Luxemburgo
Nombre: DUBILIA MORENO, Edad: 75, Pais: Guinea Bissau
Nombre: ROSARIO VENANCIO PEREZ, Edad: 75, Pais: Antigua y Barbuda
Nombre: MARTA OTILIA OROZCO, Edad: 75, Pais: Luxemburgo
Nombre: NOE MORA, Edad: 75, Pais: Yaundé
Nombre: MARIA DOLORES MARIN, Edad: 75, Pais: Oslo
Nombre: MARIA DE LOS ANGELES DURAN, Edad: 76, Pais: Marianas del Nort
Nombre: ANA VICTORIA MASIS, Edad: 76, Pais: Moroni
Nombre: LIDIETTE PICADO, Edad: 76, Pais: Basseterre
Nombre: JUAN BAUTISTA SANCHEZ, Edad: 76, Pais: Liubliana
Nombre: FRANCIA HIDALGO, Edad: 76, Pais: Benín
Nombre: JORGE FERNANDO SOTO, Edad: 76, Pais: Brunei Darussalam
Nombre: VITALINA CAMPOS, Edad: 76, Pais: Basseterre
Nombre: JOVITA VITALINA JIMENEZ, Edad: 76, Pais: Mogadiscio
Nombre: ANA CECILIA JIMENEZ, Edad: 77, Pais: Emiratos Árabes Unidos
