Tiempo: 0.004793

Nombre: MARIA CECILIA SALAS, Edad: 56, Pais: Abu Dabi
Nombre: TERESA VARGAS, Edad: 68, Pais: Islas Feroe
Nombre: JORGE EDUARDO FONSECA, Edad: 46, Pais: Islas Feroe
Nombre: SANDRA MARIA MORGAN, Edad: 53, Pais: Islas Malvinas
Nombre: QUIRICO CESPEDES, Edad: 98, Pais: Islas Marshall
Nombre: OMAR PEREZ, Edad: 27, Pais: Islas Marshall
Nombre: VICTOR MANUEL GRANADOS, Edad: 42, Pais: Islas Marshall
Nombre: RAMON VINDAS, Edad: 96, Pais: Islas Marshall
Nombre: BALTAZAR GERARDO HIDALGO, Edad: 7, Pais: Islas Salomón
Nombre: ALGENIB GOMEZ, Edad: 20, Pais: Islas Salomón
Nombre: LUCILA JIMENEZ, Edad: 80, Pais: Islas Turcas y Caicos
Nombre: AIDA MARINA LOAIZA, Edad: 50, Pais: Islas Turcas y Caicos
Nombre: MANUEL PARRA, Edad: 52, Pais: Islas Virgenes Americanas
Nombre: AIDA LUZ UMAÑA, Edad: 57, Pais: Islas Virgenes Americanas
Nombre: GERARDO MADRIGAL, Edad: 77, Pais: Islas Virgenes Británicas
Nombre: PURA ALVARADO, Edad: 73, Pais: Islas Virgenes Británicas
Nombre: CARMEN LAURA LIZANO, Edad: 53, Pais: Islas Virgenes Británicas
Nombre: JUAN BAUTISTA CASCANTE, Edad: 97, Pais: Islas de Heard y McDonald
Nombre: ANIBAL SALAZAR, Edad: 49, Pais: Islas de Heard y McDonald
Nombre: GUILLERMO JOSE GUILA, Edad: 59, Pais: Islas de Heard y McDonald
Nombre: MARIA ELENA FERNANDEZ, Edad: 13, Pais: Islas de Heard y McDonald
Nombre: FANNY PEREZ, Edad: 94, Pais: Israel
Nombre: PABLO ENRIQUE MAYORGA, Edad: 49, Pais: Italia
Nombre: MELIDA DE JESUS MONTES, Edad: 6, Pais: Italia
Nombre: MARIA DE LOS ANGELES PINTO, Edad: 2, Pais: Italia
Nombre: FLOR MARIA VARGAS, Edad: 36, Pais: Italia
Nombre: JOVITA MARIA CAMBRONERO, Edad: 15, Pais: Japón
Nombre: VIRGINIA CECILIANO, Edad: 67, Pais: Japón
Nombre: MARIA ANGELA SANDI, Edad: 1, Pais: Jartum
Nombre: GLADYS MONGE, Edad: 57, Pais: Jartum
Nombre: ANA CECILIA MATA, Edad: 11, Pais: Jartum
Nombre: MARIA ELENA HERNANDEZ, Edad: 94, Pais: Jartum
Nombre: FREDDY RAMIREZ, Edad: 43, Pais: Jersey
Nombre: DAISY MUÑOZ, Edad: 2, Pais: Jerusalén
Nombre: TRINIDAD DE LAS PIEDADES CASCANTE, Edad: 52, Pais: Jerusalén
Nombre: CARLOS EDUARDO VARGAS, Edad: 24, Pais: Jerusalén
Nombre: ORLANDO SABORIO, Edad: 18, Pais: Jerusalén Este
Nombre: WILLIAM CHAVARRIA, Edad: 78, Pais: Jerusalén Este
Nombre: AURELIA PIEDRA, Edad: 42, Pais: Jordania
Nombre: VALENTIN FERNANDEZ, Edad: 27, Pais: Jordania
Nombre: RITA ISABEL BADILLA, Edad: 10, Pais: Jordania
Nombre: MIRYAM ALVAREZ, Edad: 30, Pais: Kabul
Nombre: JUANA MARIA ZUÑIGA, Edad: 57, Pais: Kabul
Nombre: MARIA LUZ FIGUEREDO, Edad: 78, Pais: Kabul
Nombre: ANA LUZ AGUILAR, Edad: 39, Pais: Kabul
Nombre: JORGE GUILLERMO HERNANDEZ, Edad: 13, Pais: Kampala
Nombre: CLAUDIO LUIS SEVILLA, Edad: 33, Pais: Kampala
Nombre: DIGNA MARTA RODRIGUEZ, Edad: 94, Pais: Kampala
Nombre: MARIA DE LOS ANGELES MONGE, Edad: 96, Pais: Kampala
Nombre: FLOR MARIA DURAN, Edad: 90, Pais: Kazajstán
Nombre: LUCILA CORRALES, Edad: 1, Pais: Kazajstán
Nombre: DAGOBERTO MONTERO, Edad: 14, Pais: Kenia
Nombre: MARIA FERNANDA JIMENEZ, Edad: 51, Pais: Kenia
Nombre: MARIA AUXILIADORA NUÑEZ, Edad: 54, Pais: Kiev
Nombre: MARIA DE LOS ANGELES PALAU, Edad: 70, Pais: Kigali
Nombre: TERESA FERNANDEZ, Edad: 30, Pais: Kingston
Nombre: HENRY MORA, Edad: 30, Pais: Kingston
Nombre: VERA VIOLETA RODRIGUEZ, Edad: 94, Pais: Kingston
Nombre: EDGAR GALVEZ, Edad: 10, Pais: Kingston
Nombre: RAUL ENRIQUE RIVERA, Edad: 73, Pais: Kingstown
Nombre: MARIA ELENA MOLINA, Edad: 89, Pais: Kingstown
Nombre: MELITINA CABRERA, Edad: 25, Pais: Kinsasa
Nombre: LIGIA ISABEL CARVAJAL, Edad: 82, Pais: Kirguistán
Nombre: ROSA MARIA GUZMAN, Edad: 60, Pais: Kirguistán
Nombre: ANA MARIA BADILLA, Edad: 32, Pais: Kirguistán
Nombre: GERARDO QUIROS, Edad: 90, Pais: Kiribati
Nombre: MARIA ISABEL SAENZ, Edad: 71, Pais: Kiribati
Nombre: ALONSO CASCANTE, Edad: 52, Pais: Kiribati
Nombre: RODRIGO GRANADOS, Edad: 83, Pais: Kuala Lumpur
Nombre: CARLOS EDUARDO CASTILLO, Edad: 60, Pais: Kuala Lumpur
Nombre: SONIA MARIA SOTO, Edad: 87, Pais: Kuwait
Nombre: MARIA CRISTINA BARQUERO, Edad: 85, Pais: Kuwait City
Nombre: MARIA IDANEY GUZMAN, Edad: 32, Pais: La Habana
Nombre: JORGE CHAVES, Edad: 42, Pais: La Habana
Nombre: RAFAEL CALDERON, Edad: 91, Pais: La Habana
Nombre: OLGA MARTA CHEVEZ, Edad: 49, Pais: La Valeta
Nombre: ANA MARIA MARIN, Edad: 100, Pais: La Valeta
Nombre: MARIA EMILIA ARIAS, Edad: 10, Pais: La Valeta
Nombre: HELIA VALVERDE, Edad: 91, Pais: La Valeta
Nombre: NURIA HERNANDEZ, Edad: 19, Pais: Laos
Nombre: AMABLE NAVARRO, Edad: 93, Pais: Lesotho
Nombre: FLOR MARINA FLORES, Edad: 48, Pais: Lesotho
Nombre: ROSA MARIA SOLIS, Edad: 63, Pais: Lesotho
Nombre: RIGOBERTO GODINEZ, Edad: 6, Pais: Liberia
Nombre: JOSE MANUEL CHAVES, Edad: 86, Pais: Libia
Nombre: GILDA PACHECO, Edad: 8, Pais: Libia
Nombre: ETELVINA ANCHIA, Edad: 29, Pais: Libia
Nombre: ANA CECILIA HERNANDEZ, Edad: 26, Pais: Libia
Nombre: VIRGINIA VILLALOBOS, Edad: 80, Pais: Libia
Nombre: CRISTOBALINA ZAMORA, Edad: 52, Pais: Libreville
Nombre: MARIA CECILIA GONZALEZ, Edad: 16, Pais: Liechtenstein
Nombre: VIRGINIA GODINEZ, Edad: 60, Pais: Liechtenstein
Nombre: RONALD GERARDO CHACON, Edad: 2, Pais: Liechtenstein
Nombre: JOSE ANTONIO BONILLA, Edad: 81, Pais: Lilongüe
Nombre: DINORAH HERNANDEZ, Edad: 18, Pais: Lilongüe
Nombre: MARIA DE LOS ANGELES SANCHEZ, Edad: 22, Pais: Lima
Nombre: ESTELA JIMENEZ, Edad: 90, Pais: Lima
Nombre: MARIA LASTENIA CHACON, Edad: 45, Pais: Lisboa
Nombre: LILIANA MONTOYA, Edad: 34, Pais: Lisboa
Nombre: JUAN BAUTISTA SANCHEZ, Edad: 76, Pais: Liubliana
Nombre: MOISES CORRALES, Edad: 10, Pais: Londres
Nombre: WILLIAM SOLIS, Edad: 94, Pais: Londres
Nombre: MARIA TERESA ROBLES, Edad: 61, Pais: Londres
Nombre: FIDEL CALDERON, Edad: 46, Pais: Luanda
Nombre: PACIFICA ARAYA, Edad: 4, Pais: Luanda
Nombre: MARIA IRIS MONGE, Edad: 53, Pais: Luanda
Nombre: ELIECER MARIN, Edad: 78, Pais: Lusaka
Nombre: ELIETH CORDERO, Edad: 46, Pais: Lusaka
Nombre: IRMA FELICIA RODRIGUEZ, Edad: 75, Pais: Luxemburgo
Nombre: MERCEDES CASCANTE, Edad: 47, Pais: Luxemburgo
Nombre: MARTA CECILIA CHAVARRIA, Edad: 61, Pais: Luxemburgo
Nombre: NURIA MAYELA ARTAVIA, Edad: 58, Pais: Luxemburgo
Nombre: MARTA OTILIA OROZCO, Edad: 75, Pais: Luxemburgo
Nombre: ANTONIO ELIZONDO, Edad: 43, Pais: Líbano
Nombre: ELIDES ZAMORA, Edad: 94, Pais: Líbano
Nombre: ANA ISABEL GALLEGOS, Edad: 25, Pais: Líbano
Nombre: MARIA CECILIA ARIAS, Edad: 12, Pais: Macao
Nombre: CARLOS CASTILLO, Edad: 35, Pais: Macedonia del Norte
Nombre: ELIZABETH ROMERO, Edad: 47, Pais: Macedonia del Norte
Nombre: AMADO TAPIA, Edad: 31, Pais: Madagascar
Nombre: RAFAEL ESPINOZA, Edad: 93, Pais: Madrid
Nombre: MARIA DE LOS ANGELES CERDAS, Edad: 44, Pais: Madrid
Nombre: MARTA EUGENIA CRUZ, Edad: 91, Pais: Madrid
Nombre: CLARA LINA ALVAREZ, Edad: 39, Pais: Madrid
Nombre: ALEJANDRO BENAVIDES, Edad: 74, Pais: Madrid
Nombre: LILIAM CORDERO, Edad: 41, Pais: Madrid
Nombre: ALCIDES SANCHEZ, Edad: 87, Pais: Majuro
Nombre: MIREYA PORRAS, Edad: 75, Pais: Majuro
Nombre: MANUEL ANTONIO ALFARO, Edad: 75, Pais: Malabo
Nombre: MARINO ALVIZ AVALOS, Edad: 35, Pais: Malasia
Nombre: MARIA JOAQUINA SOLANO, Edad: 71, Pais: Malasia
Nombre: MAUREEN MARIA MARTINEZ, Edad: 42, Pais: Malasia
Nombre: LUIS RODOLFO VARGAS, Edad: 15, Pais: Malawi
Nombre: LEILA SOLANO, Edad: 70, Pais: Malawi
Nombre: MARIA TERESA MORALES, Edad: 78, Pais: Malawi
Nombre: ALEJANDRO LEON MARIN, Edad: 2, Pais: Malawi
Nombre: MARIA VIRGINIA GRANADOS, Edad: 49, Pais: Maldivas
Nombre: ROGER CASTRO, Edad: 66, Pais: Maldivas
Nombre: YULIA ROJAS, Edad: 74, Pais: Maldivas
Nombre: LIGIA LUCIA SOLIS, Edad: 98, Pais: Maldivas
Nombre: JULIO CESPEDES, Edad: 44, Pais: Malta
Nombre: RAFAEL ANGEL VARGAS, Edad: 60, Pais: Malta
Nombre: CARLOS BONILLA, Edad: 53, Pais: Malé
Nombre: ISABEL MENDEZ, Edad: 89, Pais: Malé
Nombre: DINORAH RAMIREZ, Edad: 27, Pais: Malé
Nombre: TERESITA RIMOLO, Edad: 57, Pais: Malé
Nombre: SONIA PAQUITA CABEZAS, Edad: 72, Pais: Malí
Nombre: BALBINA MARIN, Edad: 30, Pais: Malí
Nombre: ANGELES PEREZ, Edad: 7, Pais: Managua
Nombre: CARMEN AURORA CHAVARRIA, Edad: 66, Pais: Managua
Nombre: ELVIRA SOLIS, Edad: 22, Pais: Managua
Nombre: AMABLE UREÑA, Edad: 31, Pais: Manila
Nombre: VIRIAN GRODNO CASTRO, Edad: 9, Pais: Manila
Nombre: CARLOS LUIS VALVERDE, Edad: 47, Pais: Manila
Nombre: ELADIO MIRANDA, Edad: 24, Pais: Manila
Nombre: THELMA ACHOY, Edad: 15, Pais: Manila
Nombre: MATILDE JIMENEZ, Edad: 67, Pais: Maputo
Nombre: NILS FRANCISCO CHAVARRIA, Edad: 47, Pais: Marianas del Nort
Nombre: BERNARDO MONTERO, Edad: 18, Pais: Marianas del Nort
Nombre: MARIA DE LOS ANGELES DURAN, Edad: 76, Pais: Marianas del Nort
Nombre: ABEL GUZMAN, Edad: 26, Pais: Marruecos
Nombre: MARIA ESTELA CASTRO, Edad: 57, Pais: Marruecos
Nombre: VITO SALAS, Edad: 6, Pais: Martinica
Nombre: EMILIO GUERRERO, Edad: 32, Pais: Martinica
Nombre: VIDAL GERARDO MURILLO, Edad: 4, Pais: Martinica
Nombre: ANA LIBE CAMBRONERO, Edad: 29, Pais: Mascate
Nombre: CARLOS EDUARDO CABEZAS, Edad: 94, Pais: Mascate
Nombre: DAVID MADRIGAL, Edad: 80, Pais: Maseru
Nombre: MIGUEL ANGEL MURILLO, Edad: 51, Pais: Mauricio
Nombre: HERNAN ABARCA, Edad: 94, Pais: Mauritania
Nombre: MARTA ZAMORA, Edad: 48, Pais: Mauritania
Nombre: ANA MARIA MARIN, Edad: 32, Pais: Mauritania
Nombre: MARIA CALDERON, Edad: 59, Pais: Mayotte
Nombre: MARIA DE LOS ANGELES MADRIGAL, Edad: 43, Pais: Mayotte
Nombre: MARIA SANCHEZ, Edad: 15, Pais: Mbabane
Nombre: OLGA MARTA MARIN, Edad: 98, Pais: Mbabane
Nombre: GUIDO RODRIGO ARAYA, Edad: 48, Pais: Mbabane
Nombre: MARIA TERESA ORTIZ, Edad: 98, Pais: Melekeok
Nombre: CARLOS LUIS MURILLO, Edad: 26, Pais: Melekeok
Nombre: CARMEN MUÑOZ, Edad: 44, Pais: Melekeok
Nombre: MAYRA CECILIA MONTERO, Edad: 53, Pais: Micronesia
Nombre: MARIA ISABEL LOPEZ, Edad: 12, Pais: Micronesia
Nombre: RAMON ALFREDO MUÑOZ, Edad: 31, Pais: Minsk
Nombre: AQUILINO PICADO, Edad: 66, Pais: Minsk
Nombre: LEILA SOLIS, Edad: 87, Pais: Minsk
Nombre: PEDRO VARGAS, Edad: 86, Pais: Minsk
Nombre: GILDA DEBORA ALVARADO, Edad: 4, Pais: Mogadiscio
Nombre: ZORAIDA QUESADA, Edad: 43, Pais: Mogadiscio
Nombre: JOVITA VITALINA JIMENEZ, Edad: 76, Pais: Mogadiscio
Nombre: BELEIDA ROJAS, Edad: 98, Pais: Moldavia
Nombre: BERNARDITA ABARCA, Edad: 67, Pais: Moldavia
Nombre: GUILLERMO SALAS, Edad: 25, Pais: Moldavia
Nombre: JORGE ARTURO SOBRADO, Edad: 90, Pais: Monrovia
Nombre: PINJES MAYER DREZNER, Edad: 2, Pais: Monrovia
Nombre: JETTY QUIROS, Edad: 69, Pais: Montenegro
Nombre: EVANGELINA ROMERO, Edad: 28, Pais: Montenegro
Nombre: ALEJANDRINA AZOFEIFA, Edad: 8, Pais: Montenegro
Nombre: HECTOR SOLANO, Edad: 91, Pais: Montevideo
Nombre: GILBERTO MATA, Edad: 87, Pais: Montevideo
Nombre: CARLOS MANUEL VEGA, Edad: 18, Pais: Montevideo
Nombre: MANUEL ANTONIO MIRANDA, Edad: 65, Pais: Montserrat
Nombre: JEANNETTE BONILLA, Edad: 68, Pais: Montserrat
Nombre: MANUEL UREÑA, Edad: 23, Pais: Montserrat
Nombre: EFRAIN GUADAMUZ, Edad: 26, Pais: Moroni
Nombre: MELVIN GERARDO BOLAÑOS, Edad: 15, Pais: Moroni
Nombre: ANA VICTORIA MASIS, Edad: 76, Pais: Moroni
Nombre: RODRIGO GUTIERREZ, Edad: 63, Pais: Moroni
Nombre: VIDAL GRANADOS, Edad: 89, Pais: Moroni
Nombre: FLOR MARIA MEZA, Edad: 33, Pais: Moroni
Nombre: MARIA CANDIDA MORALES, Edad: 44, Pais: Moscú
Nombre: SANDRA PINEDA, Edad: 85, Pais: Moscú
Nombre: MICAELA AGUILAR, Edad: 24, Pais: Moscú
Nombre: LUIS ALBERTO ZELEDON, Edad: 53, Pais: Mozambique
Nombre: GRIZEL MORA, Edad: 68, Pais: Mozambique
Nombre: LILLIAM MARIA MARIN, Edad: 31, Pais: Mozambique
Nombre: FERNANDO CAMPOS, Edad: 48, Pais: Myanmar
Nombre: FABIO MENDEZ, Edad: 26, Pais: México
Nombre: HAZEL SILVA, Edad: 65, Pais: México
Nombre: CLAUDIO GERMAN MORALES, Edad: 48, Pais: México
Nombre: MARIA GABRIELA FLORES, Edad: 13, Pais: Mónaco
Nombre: NURIA MARIA QUESADA, Edad: 1, Pais: Mónaco
Nombre: MIRIAM JIMENEZ, Edad: 9, Pais: Mónaco
Nombre: MARIA DE LOS ANGELES QUIROS, Edad: 31, Pais: Nairobi
Nombre: SILVIA ROSA VALVERDE, Edad: 20, Pais: Namibia
Nombre: LUCIA MARIN, Edad: 77, Pais: Nasáu
Nombre: GERARDO ENRIQUE SOLANO, Edad: 46, Pais: Nasáu
Nombre: MIGUEL ADELIO LEON, Edad: 18, Pais: Nasáu
Nombre: RODRIGO SOTELA, Edad: 40, Pais: Nauru
Nombre: AIDA MORA, Edad: 97, Pais: Nauru
Nombre: ELIZABETH VARGAS, Edad: 72, Pais: Nauru
Nombre: ADELISIO CECILIANO, Edad: 29, Pais: Nepal
Nombre: ALVARO SEQUEIRA, Edad: 24, Pais: Nepal
Nombre: GERARDO FEDERICO LORENZEN, Edad: 35, Pais: Niamey
Nombre: FILIBERTO ESQUIVEL, Edad: 30, Pais: Niamey
Nombre: MANUEL CALVO, Edad: 38, Pais: Nicaragua
Nombre: EVELTRAN RODRIGUEZ, Edad: 61, Pais: Nicaragua
Nombre: JOSE ANIBAL CHINCHILLA, Edad: 3, Pais: Nicaragua
Nombre: RITA EUGENIA CALDERON, Edad: 31, Pais: Nicaragua
Nombre: ROSA MARIE ORTIZ, Edad: 23, Pais: Nicosia
Nombre: VICTORIA DURAN, Edad: 47, Pais: Nicosia
Nombre: MARIA AGUSTINA QUIROS, Edad: 22, Pais: Nicosia
Nombre: CLARISA CASTRO, Edad: 81, Pais: Niger
Nombre: SYLVIA MARIA SALAZAR, Edad: 5, Pais: Nigeria
Nombre: RAMON JESUS CALDERON, Edad: 79, Pais: Nigeria
Nombre: MARIA LUISA FERNANDEZ, Edad: 52, Pais: Nigeria
Nombre: ANGEL AQUILES OTAROLA, Edad: 42, Pais: Nigeria
Nombre: GUILLERMO EMILIO GOYENAGA, Edad: 32, Pais: Nigeria
Nombre: ROSA GOCHEZ, Edad: 4, Pais: Nigeria
Nombre: GERARDO CORELLA, Edad: 18, Pais: Niue
Nombre: MARIA EUGENIA MENESES, Edad: 65, Pais: Nom Pen
Nombre: IRMA VIRGINIA PORRAS, Edad: 65, Pais: Norfolk Island
Nombre: YOLANDA DURAN, Edad: 31, Pais: Norfolk Island
Nombre: MARIA DE LOS ANGELES VALERIO, Edad: 1, Pais: Norfolk Island
Nombre: MARIA TERESA ROJAS, Edad: 18, Pais: Norfolk Island
Nombre: MARIA MAYELA AGUILAR, Edad: 8, Pais: Norfolk Island
Nombre: RAFAEL ANGEL BERMUDEZ, Edad: 8, Pais: Norfolk Island
Nombre: ANA CECILIA CARVAJAL, Edad: 86, Pais: Norfolk Island
Nombre: SANDRA ORFILA, Edad: 3, Pais: Noruega
Nombre: ALFREDO SOTO, Edad: 25, Pais: Noruega
Nombre: YENY MAYELA MORA, Edad: 36, Pais: Noruega
Nombre: ELIETTE MONTES, Edad: 84, Pais: Nuakchot
Nombre: LAMBERTO FRANCISCO PEREZ, Edad: 8, Pais: Nuakchot
Nombre: RAFAEL ANGEL PEREIRA, Edad: 35, Pais: Nuakchot
Nombre: WALTER GERARDO BRENES, Edad: 47, Pais: Nueva Caledonia
Nombre: RODRIGO GERARDO CAMBRONERO, Edad: 84, Pais: Nueva Delhi
Nombre: ALICIA CASTILLO, Edad: 36, Pais: Nueva Delhi
Nombre: ADONAY VARGAS, Edad: 47, Pais: Nueva Zelanda
Nombre: ROLANDO JOSE CARVAJAL, Edad: 11, Pais: Nukualofa
Nombre: ISABEL LEON, Edad: 69, Pais: Nukualofa
Nombre: JOSE ANGEL GARRO, Edad: 78, Pais: Omán
Nombre: ELISIDEY MONGE, Edad: 5, Pais: Omán
Nombre: JOSE ALCIDES AVALOS, Edad: 6, Pais: Omán
Nombre: MARIA DOLORES MARIN, Edad: 75, Pais: Oslo
Nombre: LIGIA LOBO, Edad: 1, Pais: Ottawa
Nombre: FERNANDO CHAVES, Edad: 19, Pais: Ottawa
Nombre: GABBY ALEXIA CABALLERO, Edad: 49, Pais: Pakistán
Nombre: MARIA GLORIA MORALES, Edad: 40, Pais: Palau
Nombre: VIRGINIA ROJAS, Edad: 60, Pais: Palau
Nombre: LUIS RICARDO DORADO, Edad: 22, Pais: Palau
Nombre: VICTOR MANUEL MONGE, Edad: 6, Pais: Palestina
Nombre: SILVIA SEGURA, Edad: 79, Pais: Palestina
Nombre: FERNANDO FALLAS, Edad: 42, Pais: Palestina
Nombre: LUCILA MORGAN, Edad: 34, Pais: Palikir
Nombre: JOSEFA DE LOS ANGELES ARAYA, Edad: 22, Pais: Palikir
Nombre: CARLOS LUIS GONZALEZ, Edad: 38, Pais: Panamá
Nombre: LISIMACO SIBAJA, Edad: 24, Pais: Panamá
Nombre: LUIS ANTONIO MENDOZA, Edad: 54, Pais: Panamá
Nombre: SOLEDAD VARGAS, Edad: 32, Pais: Panamá
Nombre: LUIS EDUARDO ZUÑIGA, Edad: 60, Pais: Panamá
Nombre: YAMILET MORALES, Edad: 13, Pais: Paraguay
Nombre: CLAUDIA VILLALTA, Edad: 40, Pais: Paraguay
Nombre: RODOLFO DURAN, Edad: 27, Pais: París
Nombre: ANA MIRIAM MATAMOROS, Edad: 100, Pais: París
Nombre: RIGOBERTO ALVARO RETANA, Edad: 19, Pais: París
Nombre: MAGGI TORRES, Edad: 12, Pais: París
Nombre: CARLOS HERNAN ZUÑIGA, Edad: 100, Pais: Pekín
Nombre: GONZALO SEGARES, Edad: 61, Pais: Pionyang
Nombre: BEATRIZ DOBLES, Edad: 16, Pais: Pionyang
Nombre: ANA ISABEL CARVAJAL, Edad: 78, Pais: Podgorica
Nombre: TOBIAS LOPEZ, Edad: 69, Pais: Polinesia Francesa
Nombre: JORGE MANUEL MORA, Edad: 41, Pais: Polinesia Francesa
Nombre: DINORAH TENORIO, Edad: 24, Pais: Polinesia Francesa
Nombre: MARIA DE LOS ANGELES SALAZAR, Edad: 5, Pais: Polinesia Francesa
Nombre: FAUSTINO NARANJO, Edad: 47, Pais: Polonia
Nombre: LOURDES FERNANDEZ, Edad: 52, Pais: Polonia
Nombre: ELODIA JIMENEZ, Edad: 26, Pais: Polonia
Nombre: VIRGINIA MORENO, Edad: 17, Pais: Polonia
Nombre: MARIA GERARDINA MOLINA, Edad: 14, Pais: Port Louis
Nombre: EDWIN RIVERA, Edad: 45, Pais: Port Louis
Nombre: LUZ MARY CASCANTE, Edad: 27, Pais: Port Louis
Nombre: LUCIA BARBOZA, Edad: 92, Pais: Port Louis
Nombre: DANILO ELIZONDO, Edad: 96, Pais: Port Louis
Nombre: VICTOR HERNAN VILLALOBOS, Edad: 81, Pais: Port Vila
Nombre: VIRGINIA HIDALGO, Edad: 100, Pais: Port Vila
Nombre: BENJAMIN GERARDO CHAVES, Edad: 1, Pais: Port Vila
Nombre: OLGA MARIA ALDECOBA, Edad: 64, Pais: Porto-Novo
Nombre: ELENA MARGARITA QUIROS, Edad: 37, Pais: Porto-Novo
Nombre: JAIME GUARDIA, Edad: 17, Pais: Portugal
Nombre: MARIA HERMINIA CORDOBA, Edad: 85, Pais: Praga
Nombre: VIDAL CRUZ, Edad: 41, Pais: Praga
Nombre: JOSE LUIS BARQUERO, Edad: 12, Pais: Praia
Nombre: LILIETH NAVARRO, Edad: 96, Pais: Praia
Nombre: GERARDO ANTONIO DIAZ, Edad: 46, Pais: Pretoria
Nombre: MARCOS FERNANDEZ, Edad: 55, Pais: Pretoria
Nombre: AMPARO ARAGONES, Edad: 78, Pais: Pretoria
Nombre: MARIA DEL CARMEN RODRIGUEZ, Edad: 6, Pais: Pretoria
Nombre: GABRIEL MARIN, Edad: 8, Pais: Pristina
Nombre: RAFAEL ANGEL ROMAN, Edad: 19, Pais: Pristina
Nombre: JORGE ARTURO DIAZ, Edad: 5, Pais: Pristina
Nombre: MIREYA UREÑA, Edad: 64, Pais: Pristina
Nombre: COLOMBA SEGURA, Edad: 45, Pais: Puerto España
Nombre: IRMA QUESADA, Edad: 40, Pais: Puerto España
Nombre: JORGE ENRIQUE POLINARIS, Edad: 32, Pais: Puerto España
Nombre: HILDA MARIA SOLANO, Edad: 15, Pais: Puerto Moresby
Nombre: HECTOR MANUEL SANDI, Edad: 82, Pais: Puerto Moresby
Nombre: ORLANDO GONZALEZ, Edad: 32, Pais: Puerto Moresby
Nombre: CARMEN VINDAS, Edad: 95, Pais: Puerto Rico
Nombre: HAYDEE PORRAS, Edad: 23, Pais: Puerto Rico
Nombre: JORGE ARTURO BARBOZA, Edad: 87, Pais: Puerto Rico
Nombre: MIRIAM MONTERO, Edad: 74, Pais: Qatar
Nombre: INES MARTINEZ, Edad: 70, Pais: Qatar
Nombre: TRINIDAD TORRES, Edad: 64, Pais: Qatar
Nombre: ANTONIO GONZALEZ, Edad: 81, Pais: Qatar
Nombre: EDWIN VARGAS, Edad: 40, Pais: Quito
Nombre: LEDA MARIA SANCHEZ, Edad: 66, Pais: Quito
Nombre: VIRGINIA AZUOLA, Edad: 97, Pais: Reino Unido
Nombre: RAFAEL ZUÑIGA, Edad: 33, Pais: República Centroafricana
Nombre: CARLOS LUIS GARITA, Edad: 64, Pais: República Checa
Nombre: JOSE JOAQUIN ARTAVIA, Edad: 93, Pais: República Checa
Nombre: OSCAR ROJAS, Edad: 32, Pais: República Democrática del Congo
Nombre: MARIA ESTER SANCHEZ, Edad: 95, Pais: República Democrática del Congo
Nombre: FRANKLIN CARBALLO, Edad: 47, Pais: República Democrática del Congo
Nombre: GISELLE PIMENTEL, Edad: 50, Pais: República Democrática del Congo
Nombre: ALEXIS MORA, Edad: 18, Pais: República Democrática del Congo
Nombre: LIZBETH RODRIGUEZ, Edad: 45, Pais: República Democrática del Congo
Nombre: ADILIA VARGAS, Edad: 89, Pais: República Dominicana
Nombre: VERANIEVES VARGAS, Edad: 79, Pais: República Dominicana
Nombre: SABINA GUZMAN, Edad: 27, Pais: República Guinea
Nombre: MARIA EUGENIA MEJIA, Edad: 6, Pais: República Guinea
Nombre: CARLOS ROLANDO PALMA, Edad: 16, Pais: Reunión
Nombre: JUAN CERDAS, Edad: 19, Pais: Riad
Nombre: RAFAEL ANGEL ARROYO, Edad: 77, Pais: Riad
Nombre: CLAUDIO ARAYA, Edad: 10, Pais: Riad
Nombre: MIREYA VEGA, Edad: 20, Pais: Riad
Nombre: SANDRA MARIA ROJAS, Edad: 29, Pais: Riad
Nombre: RAFAEL ANGEL ESPINOZA, Edad: 35, Pais: Riga
Nombre: MARIO CORRALES, Edad: 42, Pais: Riga
Nombre: JUAN EMILIO CAMPOS, Edad: 22, Pais: Roma
Nombre: DINORAH SALAS, Edad: 13, Pais: Roseau
Nombre: DANIEL ENRIQUE BARBOZA, Edad: 86, Pais: Roseau
Nombre: MARGARITA JIMENEZ, Edad: 35, Pais: Rumanía
Nombre: ELICINIO UMAÑA, Edad: 41, Pais: Rumanía
Nombre: LUIS FERNANDO ZAMORA, Edad: 72, Pais: Rusia
Nombre: EMILCE LOPEZ, Edad: 38, Pais: Rusia
Nombre: EMILCE ELIZONDO, Edad: 80, Pais: Rusia
Nombre: SANDRA ROJAS, Edad: 45, Pais: Rusia
Nombre: ANA LORENA RETANA, Edad: 71, Pais: Saint George
Nombre: GUILLERMO SOTO, Edad: 87, Pais: Saint George
Nombre: LILLIAM MIRIAM MARTINEZ, Edad: 5, Pais: Saint John
Nombre: LIGIA MARIA MERINO, Edad: 85, Pais: Saint John
Nombre: MICAELA ANTONIA MARIN, Edad: 31, Pais: Saint John
Nombre: REMIGIO RAMON CESPEDES, Edad: 23, Pais: Samoa
Nombre: VIRGINIA DURAN, Edad: 19, Pais: Samoa
Nombre: LUZ MARINA CASTILLO, Edad: 43, Pais: Samoa
Nombre: GUILLERMO ESCALANTE, Edad: 48, Pais: Samoa Americana
Nombre: CARLOS SIBAJA, Edad: 38, Pais: Samoa Americana
