Nombre: CARMEN CORRALES, Edad: 2, Pais: Riad
Nombre: ISABEL VALVERDE, Edad: 39, Pais: Polinesia Francesa
Nombre: ISABEL VALVERDE, Edad: 86, Pais: Malta
Nombre: ISABEL VALVERDE, Edad: 28, Pais: Dili
Nombre: ELIDA MENDEZ, Edad: 75, Pais: Estados Unidos
Nombre: SARA SERRANO, Edad: 80, Pais: Bosnia-Herzegovina
Nombre: MARIA CRISTINA FLORES, Edad: 94, Pais: Malí
Nombre: RAMON MONTOYA, Edad: 44, Pais: Macao
Nombre: RAMON MONTOYA, Edad: 87, Pais: Islas Caimán
Nombre: JUAN RAFAEL BONILLA, Edad: 45, Pais: Antigua y Barbuda
Nombre: JUAN RAFAEL BONILLA, Edad: 29, Pais: Micronesia
Nombre: JUAN RAFAEL BONILLA, Edad: 49, Pais: Basseterre
Nombre: DOMINGO NAVARRO, Edad: 48, Pais: San Marino
Nombre: ANGELA RODRIGUEZ, Edad: 26, Pais: Roma
Nombre: ANGELA RODRIGUEZ, Edad: 50, Pais: Singapur
Nombre: ANGELA RODRIGUEZ, Edad: 63, Pais: Kiev
Nombre: IVET QUESADA, Edad: 67, Pais: Irlanda
Nombre: EDITH MORALES, Edad: 49, Pais: Kampala
Nombre: EDITH MORALES, Edad: 16, Pais: Santo Domingo
Nombre: RUBEN BADILLA, Edad: 71, Pais: Dublín
Nombre: ANTONIO SEGURA, Edad: 91, Pais: Malí
Nombre: ANTONIO SEGURA, Edad: 73, Pais: Victoria
Nombre: ENEDINO MORA, Edad: 25, Pais: Panamá
Nombre: ENEDINO MORA, Edad: 45, Pais: Granada
Nombre: ENEDINO MORA, Edad: 47, Pais: Suva
Nombre: MARIA CRUZ MORA, Edad: 27, Pais: Apia
Nombre: OLGA FONSECA, Edad: 90, Pais: Nigeria
Nombre: OLGA FONSECA, Edad: 50, Pais: Antártida
Nombre: OLGA FONSECA, Edad: 52, Pais: Polonia
Nombre: CARMEN RAMIREZ, Edad: 95, Pais: Mozambique
Nombre: CARMEN AGUILAR, Edad: 8, Pais: Sáhara Occidental
Nombre: CARMEN AGUILAR, Edad: 58, Pais: Berlín
Nombre: YOLANDA GONZALEZ, Edad: 13, Pais: Islas Feroe
Nombre: YOLANDA GONZALEZ, Edad: 12, Pais: Asmara
Nombre: GLADYS RODRIGUEZ, Edad: 65, Pais: Rusia
Nombre: ANA MARIA QUIROS, Edad: 12, Pais: Moldavia
Nombre: ANA MARIA QUIROS, Edad: 98, Pais: Freetown
Nombre: ANA MARIA QUIROS, Edad: 40, Pais: Tanzania
Nombre: MARIA BRIGIDA CASTRO, Edad: 32, Pais: Praga
Nombre: DINORAH ACUÑA, Edad: 30, Pais: Thimphu
Nombre: JUAN JOSE MURILLO, Edad: 85, Pais: Argel
Nombre: OLGA MUÑOZ, Edad: 61, Pais: Vaticano
Nombre: OLGA MUÑOZ, Edad: 84, Pais: Gaborone
Nombre: JOSE ANGEL VARGAS, Edad: 62, Pais: Puerto España
Nombre: VICTOR ELISEO MORA, Edad: 32, Pais: Sáhara Occidental
Nombre: RAFAELA DULCELINA CALVO, Edad: 40, Pais: Antillas Holandesas
Nombre: MARIA LUISA MORALES, Edad: 97, Pais: Lusaka
Nombre: MARIA LUISA MORALES, Edad: 23, Pais: Afganistán
Nombre: MARIA LUISA MORALES, Edad: 21, Pais: Sucre
Nombre: MARIA LUISA MORALES, Edad: 8, Pais: Sáhara Occidental
Nombre: CRISTINA DELGADO, Edad: 92, Pais: La Habana
Nombre: CRISTINA DELGADO, Edad: 68, Pais: Norfolk Island
Nombre: MARIA ROLDAN, Edad: 8, Pais: Montserrat
Nombre: MARIA ROLDAN, Edad: 24, Pais: Canberra
Nombre: MARIA ROLDAN, Edad: 82, Pais: Port Louis
Nombre: MARIA DIAZ, Edad: 51, Pais: Iraq
Nombre: MARIA DIAZ, Edad: 1, Pais: Somalia
Nombre: MARIA DIAZ, Edad: 6, Pais: Bután
Nombre: ZULMA MUÑOZ, Edad: 49, Pais: Samoa
Nombre: ZULMA MUÑOZ, Edad: 36, Pais: Nueva Delhi
Nombre: JOSE LUIS CASTILLO, Edad: 35, Pais: Irlanda
Nombre: RODRIGO VARGAS, Edad: 28, Pais: Bermudas
Nombre: RODRIGO VARGAS, Edad: 15, Pais: Montserrat
Nombre: MARIA ANGELA CASTRO, Edad: 28, Pais: Chisináu
Nombre: ELIZABETH VALVERDE, Edad: 5, Pais: Antártida
Nombre: ELIZABETH VALVERDE, Edad: 7, Pais: Polonia
Nombre: JUAN BAUTISTA CORRALES, Edad: 77, Pais: Irlanda
Nombre: JOSE ANTONIO FERNANDEZ, Edad: 58, Pais: Burundi
Nombre: JOSE ANTONIO FERNANDEZ, Edad: 33, Pais: Pakistán
Nombre: MARIA TERESA GUTIERREZ, Edad: 50, Pais: Buenos Aires
Nombre: MARIA TERESA GUTIERREZ, Edad: 97, Pais: Ruanda
Nombre: MARIA TERESA GUTIERREZ, Edad: 5, Pais: Trípoli
Nombre: DAGOBERTO CESPEDES, Edad: 61, Pais: Nauru
Nombre: ORLANDO OTAROLA, Edad: 44, Pais: Yaundé
Nombre: ORLANDO OTAROLA, Edad: 5, Pais: Palestina
Nombre: JOSE ENCARNACION ZUÑIGA, Edad: 28, Pais: Bangkok
Nombre: JOSE ENCARNACION ZUÑIGA, Edad: 72, Pais: Isla Jan Mayen
Nombre: JOSE ENCARNACION ZUÑIGA, Edad: 20, Pais: Tanzania
Nombre: EVELIA UREÑA, Edad: 73, Pais: Mónaco
Nombre: ANTONIO PICADO, Edad: 57, Pais: Tonga
Nombre: ANTONIO PICADO, Edad: 83, Pais: Nigeria
Nombre: ANTONIO PICADO, Edad: 70, Pais: Kinsasa
Nombre: ESPERANZA BRIZUELA, Edad: 12, Pais: Majuro
Nombre: ANGELA MADRIZ, Edad: 47, Pais: Singapur
Nombre: RAMONA JIMENEZ, Edad: 53, Pais: Grecia
Nombre: RAMONA JIMENEZ, Edad: 77, Pais: Andorra la Vieja
Nombre: REINA VALVERDE, Edad: 80, Pais: Ottawa
Nombre: REINA VALVERDE, Edad: 92, Pais: Yamena
Nombre: JAVIER AGUERO, Edad: 30, Pais: Laos
Nombre: JAVIER AGUERO, Edad: 79, Pais: Panamá
Nombre: ZORAIDA SOLIS, Edad: 18, Pais: Bandar Seri Begawan
Nombre: ZORAIDA SOLIS, Edad: 7, Pais: Jartum
Nombre: SANTOS PARRA, Edad: 89, Pais: Aruba
Nombre: SANTOS PARRA, Edad: 95, Pais: Gibraltar
Nombre: SANTOS PARRA, Edad: 95, Pais: Saint George
Nombre: SANTOS PARRA, Edad: 31, Pais: Bélgica
Nombre: ALICIA CORDERO, Edad: 38, Pais: Yakarta
Nombre: ALICIA CORDERO, Edad: 80, Pais: Vaduz
Nombre: RITA DIAZ, Edad: 9, Pais: Líbano
Nombre: RITA DIAZ, Edad: 70, Pais: Tokio
Nombre: ROSA PAZ ZUÑIGA, Edad: 12, Pais: Ruanda
Nombre: RUTH HERNANDEZ, Edad: 47, Pais: Madagascar
Nombre: RUTH HERNANDEZ, Edad: 47, Pais: Kiribati
Nombre: RUTH HERNANDEZ, Edad: 55, Pais: Monrovia
Nombre: MARIA ISABEL NARANJO, Edad: 40, Pais: Nueva Zelanda
Nombre: ANGEL ANTONIO RIVERA, Edad: 77, Pais: Apia
Nombre: ARACELLY QUIROS, Edad: 73, Pais: Portugal
Nombre: ARACELLY QUIROS, Edad: 45, Pais: Chisináu
Nombre: LUZ MARIA ABARCA, Edad: 61, Pais: El Cairo
Nombre: LUZ MARIA ABARCA, Edad: 62, Pais: Mónaco
Nombre: ANTONIO ASTUA, Edad: 93, Pais: Brasil
Nombre: NAPOLEON DURAN, Edad: 14, Pais: Accra
Nombre: NAPOLEON DURAN, Edad: 14, Pais: Taskent
Nombre: ELIDA BONILLA, Edad: 47, Pais: Letonia
Nombre: ELIDA BONILLA, Edad: 61, Pais: Vilna
Nombre: IGNACIO OFELIO CHINCHILLA, Edad: 4, Pais: Copenhague
Nombre: IGNACIO OFELIO CHINCHILLA, Edad: 19, Pais: Nepal
Nombre: IGNACIO OFELIO CHINCHILLA, Edad: 28, Pais: Malasia
Nombre: HORTENSIA PRADO, Edad: 66, Pais: Isla Christmas
Nombre: ODALIA MARCHENA, Edad: 43, Pais: La Habana
Nombre: ODALIA MARCHENA, Edad: 87, Pais: Nicaragua
Nombre: ODALIA MARCHENA, Edad: 55, Pais: Reikiavik
Nombre: BERTA BLANCO, Edad: 38, Pais: República Dominicana
Nombre: LUZ MARINA OBANDO, Edad: 57, Pais: Puerto España
Nombre: LUZ MARINA OBANDO, Edad: 63, Pais: Bogotá
Nombre: LUZ MARINA OBANDO, Edad: 16, Pais: Asunción
Nombre: ADINA ALFARO, Edad: 55, Pais: Israel
Nombre: ADINA ALFARO, Edad: 41, Pais: Liechtenstein
Nombre: ADINA ALFARO, Edad: 58, Pais: Chipre
Nombre: ADINA ALFARO, Edad: 35, Pais: Omán
Nombre: ADINA ALFARO, Edad: 38, Pais: Puerto Moresby
Nombre: MARIA GLADYS FONSECA, Edad: 1, Pais: Eslovenia
Nombre: MARIA GLADYS FONSECA, Edad: 48, Pais: Myanmar
Nombre: RAFAEL ANGEL CESPEDES, Edad: 82, Pais: Doha
Nombre: PAULA ANTONIA MATTEY, Edad: 17, Pais: Surinam
Nombre: TERESA CASTILLO, Edad: 47, Pais: Santa Lucía
Nombre: TERESA CASTILLO, Edad: 68, Pais: Niue
Nombre: MARIA CRISTINA CORDOBA, Edad: 28, Pais: Tadjikistan
Nombre: MARIA CRISTINA CORDOBA, Edad: 61, Pais: Asjabad
Nombre: MARIA CRISTINA CORDOBA, Edad: 96, Pais: Skopie
Nombre: ETELVINA JIMENEZ, Edad: 73, Pais: Islas Malvinas
Nombre: ETELVINA JIMENEZ, Edad: 82, Pais: Luxemburgo
Nombre: JOAQUINA QUIROS, Edad: 57, Pais: Sáhara Occidental
Nombre: JOAQUINA QUIROS, Edad: 56, Pais: Paraguay
Nombre: ALICIA CHACON, Edad: 16, Pais: Asmara
Nombre: ALICIA CHACON, Edad: 1, Pais: Palestina
Nombre: CARLOS FERNANDEZ, Edad: 65, Pais: Irlanda
Nombre: CARLOS FERNANDEZ, Edad: 84, Pais: Isla Ascension
Nombre: IDOLIA DURAN, Edad: 40, Pais: Pretoria
Nombre: IDOLIA DURAN, Edad: 22, Pais: Lisboa
Nombre: IDOLIA DURAN, Edad: 68, Pais: Guayana Francesa
Nombre: IDOLIA DURAN, Edad: 64, Pais: Martinica
Nombre: IDOLIA DURAN, Edad: 9, Pais: Podgorica
Nombre: JOSE MARIA MUÑOZ, Edad: 93, Pais: Mónaco
Nombre: CRISTINA CASTILLO, Edad: 39, Pais: Thimphu
Nombre: ESPERANZA AVALOS, Edad: 25, Pais: Portugal
Nombre: JOSE FRANCISCO CHACON, Edad: 94, Pais: Barbados
Nombre: JOSE FRANCISCO CHACON, Edad: 67, Pais: Mascate
Nombre: JUAN JOSE SOLIS, Edad: 19, Pais: Granada
Nombre: JUAN JOSE SOLIS, Edad: 44, Pais: Mongolia
Nombre: OFELIA VENEGAS, Edad: 67, Pais: Tadjikistan
Nombre: NERY MESEN, Edad: 25, Pais: Asunción
Nombre: BENJAMIN CASCANTE, Edad: 15, Pais: Paraguay
Nombre: BENJAMIN CASCANTE, Edad: 53, Pais: Santiago
Nombre: BENJAMIN CASCANTE, Edad: 36, Pais: Monrovia
Nombre: MARIA ELENA RODRIGUEZ, Edad: 90, Pais: Banjul
Nombre: MARINA ROJAS, Edad: 63, Pais: Eslovaquia
Nombre: CARLINO FLORES, Edad: 66, Pais: Doha
Nombre: CARLINO FLORES, Edad: 40, Pais: Somalia
Nombre: DAISY MESEN, Edad: 13, Pais: Cuba
Nombre: BERNARDO SOTO, Edad: 18, Pais: República Checa
Nombre: BERNARDO SOTO, Edad: 81, Pais: Nueva Caledonia
Nombre: CARMEN SANCHEZ, Edad: 34, Pais: Tailandia
Nombre: CARMEN SANCHEZ, Edad: 44, Pais: Libreville
Nombre: CARMEN SANCHEZ, Edad: 81, Pais: Wellington
Nombre: CLAUDINA QUIROS, Edad: 65, Pais: Ámsterdam
Nombre: CLAUDINA QUIROS, Edad: 51, Pais: Eslovaquia
Nombre: CLAUDINA QUIROS, Edad: 78, Pais: Liechtenstein
Nombre: CLAUDINA QUIROS, Edad: 42, Pais: Ámsterdam
Nombre: ARCADIO SANDI, Edad: 81, Pais: Berna
Nombre: ARCADIO SANDI, Edad: 6, Pais: Santa Lucía
Nombre: ANIBAL SANDI, Edad: 50, Pais: Bermudas
Nombre: FIDELIA CHACON, Edad: 98, Pais: Praga
Nombre: ROSA DELIA CHINCHILLA, Edad: 32, Pais: Wellington
Nombre: BLANCA FALLAS, Edad: 15, Pais: Seúl
Nombre: VIRGINIA AGUERO, Edad: 34, Pais: Chad
Nombre: VIRGINIA AGUERO, Edad: 28, Pais: Victoria
Nombre: CLARA CARMEN RODRIGUEZ, Edad: 71, Pais: Porto-Novo
Nombre: ALCIBIADES ARIAS, Edad: 97, Pais: Malasia
Nombre: PRIMO PORRAS, Edad: 37, Pais: Kuwait
Nombre: ANGELA SARMIENTO, Edad: 96, Pais: Islas Salomón
Nombre: GUILLERMO BRENES, Edad: 83, Pais: Yamusukro
Nombre: GUILLERMO BRENES, Edad: 12, Pais: Bangladesh
Nombre: SOLEDAD ALICIA VARGAS, Edad: 89, Pais: Reikiavik
Nombre: MARIA TERESA FALLAS, Edad: 16, Pais: Chipre
Nombre: CAYETANO RIVERA, Edad: 48, Pais: El Salvador
Nombre: CAYETANO RIVERA, Edad: 24, Pais: Kampala
Nombre: CAYETANO RIVERA, Edad: 58, Pais: Pakistán
Nombre: MARIA JOAQUINA BARBOZA, Edad: 86, Pais: San Vincente y Granadinas
Nombre: MARIA JOAQUINA BARBOZA, Edad: 46, Pais: Tokelau
Nombre: MARIA DEL CARMEN ABARCA, Edad: 64, Pais: Bután
Nombre: MARIA DEL CARMEN ABARCA, Edad: 32, Pais: Bakú
Nombre: ERNESTINA ARIAS, Edad: 47, Pais: Bratislava
Nombre: ERNESTINA ARIAS, Edad: 80, Pais: Canberra
Nombre: ERNESTINA ARIAS, Edad: 87, Pais: Mayotte
Nombre: ERNESTINA ARIAS, Edad: 97, Pais: Argel
Nombre: ERNESTINA ARIAS, Edad: 98, Pais: Nicosia
Nombre: ERNESTINA ARIAS, Edad: 5, Pais: Argelia
Nombre: ELENA CHINCHILLA, Edad: 22, Pais: Belmopán
Nombre: ELENA CHINCHILLA, Edad: 9, Pais: Bulgaria
Nombre: PEDRO CARRANZA, Edad: 87, Pais: España
Nombre: PEDRO CARRANZA, Edad: 41, Pais: Alemania
Nombre: MIGUEL ANGEL CHACON, Edad: 57, Pais: Kuala Lumpur
Nombre: MIGUEL ANGEL CHACON, Edad: 25, Pais: Montserrat
Nombre: MARIA DE LOS ANGELES ACEVEDO, Edad: 53, Pais: Sudo Georgia y los Islas Sandwich del Sur
Nombre: FLORA CARMONA, Edad: 38, Pais: Samoa
Nombre: GUILLERMO EMILIO SOLORZANO, Edad: 41, Pais: Beirut
Nombre: GUILLERMO EMILIO SOLORZANO, Edad: 36, Pais: Islas Cocos
Nombre: HERNAN COLLADO, Edad: 1, Pais: Bélgica
Nombre: HERNAN COLLADO, Edad: 100, Pais: Marruecos
Nombre: ANTONIO CORDERO, Edad: 41, Pais: Asjabad
Nombre: ANTONIO CORDERO, Edad: 33, Pais: Lima
Nombre: HERMINIA FERNANDEZ, Edad: 8, Pais: Cabo Verde
Nombre: HERMINIA FERNANDEZ, Edad: 43, Pais: Riad
Nombre: FRANCISCA SANCHEZ, Edad: 58, Pais: Guinea Bissau
Nombre: FRANCISCA SANCHEZ, Edad: 15, Pais: Croacia
Nombre: FRANCISCA SANCHEZ, Edad: 61, Pais: Argel
Nombre: FRANCISCA SANCHEZ, Edad: 89, Pais: Santo Tomé
Nombre: RODRIGO AGUERO, Edad: 40, Pais: China
Nombre: MARGARITA MATA, Edad: 87, Pais: Pretoria
Nombre: MARIA CRISTINA ALVAREZ, Edad: 8, Pais: Kinsasa
Nombre: MARIA CRISTINA ALVAREZ, Edad: 73, Pais: Manila
Nombre: MARIA CRISTINA ALVAREZ, Edad: 4, Pais: Isla De Navidad
Nombre: LUIS CARLOS GONZALEZ, Edad: 70, Pais: Nom Pen
Nombre: MARIA EUGENIA OTAROLA, Edad: 33, Pais: París
Nombre: VITALINA LEITON, Edad: 62, Pais: Zambia
Nombre: VITALINA LEITON, Edad: 25, Pais: Antigua y Barbuda
Nombre: VITALINA LEITON, Edad: 40, Pais: Finlandia
Nombre: EMILCE VALVERDE, Edad: 59, Pais: Lituania
Nombre: TERESA ESQUIVEL, Edad: 86, Pais: Taskent
Nombre: TERESA ESQUIVEL, Edad: 90, Pais: Kingstown
Nombre: TERESA ESQUIVEL, Edad: 38, Pais: Rumanía
Nombre: LUISA MORA, Edad: 17, Pais: Melekeok
Nombre: LUISA MORA, Edad: 60, Pais: Bangkok
Nombre: EFRAIN GOMEZ, Edad: 11, Pais: Tiflis
Nombre: EFRAIN GOMEZ, Edad: 5, Pais: Jerusalén
Nombre: EFRAIN GOMEZ, Edad: 44, Pais: Porto-Novo
Nombre: MARIA DOLORES MARIN, Edad: 26, Pais: Libia
Nombre: MARIA DOLORES MARIN, Edad: 8, Pais: Riad
Nombre: MARIA DOLORES MARIN, Edad: 9, Pais: Roma
Nombre: MARIANA CORDERO, Edad: 66, Pais: Yemen
Nombre: MARIANA CORDERO, Edad: 71, Pais: Kuwait City
Nombre: MARIA CRISTINA QUIROS, Edad: 8, Pais: Chipre
Nombre: MARIA CARMEN UMAÑA, Edad: 75, Pais: Reunión
Nombre: DIGNA ABARCA, Edad: 33, Pais: Wellington
Nombre: DIGNA ABARCA, Edad: 98, Pais: Islas Feroe
Nombre: FLOR DE MARIA MUÑOZ, Edad: 55, Pais: Roma
Nombre: FLOR DE MARIA MUÑOZ, Edad: 39, Pais: Países Bajos
Nombre: FLOR DE MARIA MUÑOZ, Edad: 90, Pais: Banjul
Nombre: FLOR DE MARIA MUÑOZ, Edad: 97, Pais: La Valeta
Nombre: DINORAH MELENDEZ, Edad: 1, Pais: Yakarta
Nombre: DINORAH MELENDEZ, Edad: 31, Pais: Port Vila
Nombre: TRINIDAD MONGE, Edad: 67, Pais: Dinamarca
Nombre: VICTOR GUILLEN, Edad: 47, Pais: República del Congo
Nombre: JOSE ACUÑA, Edad: 5, Pais: Managua
Nombre: SAUL LOPEZ, Edad: 26, Pais: Pakistán
Nombre: SAUL LOPEZ, Edad: 42, Pais: India
Nombre: OVIDIO BARRANTES, Edad: 6, Pais: Islamabad
Nombre: PEDRO MENA, Edad: 23, Pais: Tíbet
Nombre: PEDRO MENA, Edad: 85, Pais: Caracas
Nombre: PEREGRINO JESUS CASCANTE, Edad: 96, Pais: Yuba
Nombre: PEREGRINO JESUS CASCANTE, Edad: 10, Pais: Togo
Nombre: PEREGRINO JESUS CASCANTE, Edad: 58, Pais: Jartum
Nombre: LUCIA RAFAELA BARRANTES, Edad: 30, Pais: República Guinea
Nombre: TERESA LEON, Edad: 94, Pais: San Pedro y Miquelón
Nombre: TERESA LEON, Edad: 48, Pais: Skopie
Nombre: RAFAEL ANTONIO CASTRO, Edad: 42, Pais: Chisináu
Nombre: MARIA TERESA MORALES, Edad: 4, Pais: Paramaribo
Nombre: MARIA TERESA MORALES, Edad: 67, Pais: Tokio
Nombre: FERNANDO GARCIA, Edad: 56, Pais: Singapur
Nombre: SATURNINO FERNANDEZ, Edad: 83, Pais: Tarawa
Nombre: SATURNINO FERNANDEZ, Edad: 12, Pais: Islamabad
Nombre: CONSUELO SALAZAR, Edad: 84, Pais: Ucrania
Nombre: ANGELA AGUILAR, Edad: 24, Pais: Madrid
Nombre: MARGARITA DURAN, Edad: 100, Pais: Pakistán
Nombre: FERNANDO HIDALGO, Edad: 7, Pais: Argelia
Nombre: PILAR DE LOS ANGELES CASTELLA, Edad: 94, Pais: Yibuti
Nombre: RAMON BARBOZA, Edad: 34, Pais: Ciudad del Vaticano
Nombre: RAMON BARBOZA, Edad: 33, Pais: Israel
Nombre: JOSE ELISEO PADILLA, Edad: 50, Pais: Andorra la Vieja
Nombre: JOSE ELISEO PADILLA, Edad: 60, Pais: Djibouti
Nombre: JOSE ELISEO PADILLA, Edad: 38, Pais: Ecuador
Nombre: CLEMENCIA MENA, Edad: 66, Pais: Estados Federados de Micronesia
Nombre: CLEMENCIA MENA, Edad: 57, Pais: Ankara
Nombre: ALICIA SEQUEIRA, Edad: 15, Pais: Buenos Aires
Nombre: CARMEN CORRALES, Edad: 18, Pais: Malawi
Nombre: CARMEN CORRALES, Edad: 26, Pais: Bakú
Nombre: MANUELA AGUERO, Edad: 84, Pais: Kirguistán
Nombre: BERENICE PRADO, Edad: 96, Pais: Banjul
Nombre: ANGELA CASTILLO, Edad: 48, Pais: Kazajstán
Nombre: ANGELA CASTILLO, Edad: 72, Pais: Islas Turcas y Caicos
Nombre: FRANCISCO MONGE, Edad: 33, Pais: Lilongüe
Nombre: NORMA TERESA RODRIGUEZ, Edad: 25, Pais: Malé
Nombre: NORMA TERESA RODRIGUEZ, Edad: 88, Pais: Islas Cocos
Nombre: MARIA TERESA CABEZAS, Edad: 18, Pais: Montenegro
Nombre: MARIA TERESA CABEZAS, Edad: 96, Pais: Guadalupe
Nombre: MARIA TERESA CABEZAS, Edad: 100, Pais: Sudáfrica
Nombre: OLGA SOSA, Edad: 67, Pais: República Dominicana
Nombre: JOSE ANGEL CESPEDES, Edad: 37, Pais: Ciudad del Vaticano
Nombre: MARIA TERESA SABORIO, Edad: 13, Pais: Georgetown
Nombre: CARMEN RAMIREZ, Edad: 66, Pais: Groenlandia
Nombre: CARMEN RAMIREZ, Edad: 37, Pais: Mónaco
Nombre: ENRIQUE MANUEL FALLAS, Edad: 86, Pais: Bagdad
Nombre: ENRIQUE MANUEL FALLAS, Edad: 17, Pais: Mongolia
Nombre: JOSE MENDEZ, Edad: 66, Pais: Marruecos
Nombre: SETIMO MARIN, Edad: 15, Pais: Islas Salomón
Nombre: EMILCE JARA, Edad: 68, Pais: Gambia
Nombre: EMILCE OTAROLA, Edad: 50, Pais: República Checa
Nombre: EMILCE OTAROLA, Edad: 68, Pais: Santa Lucía
Nombre: EMILCE OTAROLA, Edad: 94, Pais: Zambia
Nombre: HILDA PORRAS, Edad: 43, Pais: República Guinea
Nombre: MARIA DE LOS ANGELES PALAU, Edad: 19, Pais: Kigali
Nombre: DINORAH FONSECA, Edad: 10, Pais: Haiti
Nombre: MAXIMILIANO QUESADA, Edad: 70, Pais: Kingstown
Nombre: RAMON GARITA, Edad: 51, Pais: Letonia
Nombre: JOSE MARIA CORRALES, Edad: 85, Pais: Conakri
Nombre: JOSE MARIA CORRALES, Edad: 90, Pais: Indonesia
Nombre: GLADYS CORRALES, Edad: 24, Pais: Luanda
Nombre: ANGELA TERESA PORRAS, Edad: 79, Pais: Bután
Nombre: ANGELA TERESA PORRAS, Edad: 44, Pais: San Pedro y Miquelón
Nombre: ERNESTINA CORRALES, Edad: 62, Pais: Kabul
Nombre: FLORY SABORIO, Edad: 69, Pais: Andorra la Vieja
Nombre: ANALIVE VALVERDE, Edad: 51, Pais: Lusaka
Nombre: ANALIVE VALVERDE, Edad: 31, Pais: Martinica
Nombre: ANALIVE VALVERDE, Edad: 47, Pais: Isla Man
Nombre: ANALIVE VALVERDE, Edad: 16, Pais: Zimbabwe
Nombre: ANALIVE VALVERDE, Edad: 10, Pais: Amán
Nombre: VIRGINIA MONTERO, Edad: 64, Pais: Saint John
Nombre: MARIA DEL CARMEN RUIZ, Edad: 66, Pais: Ereván
Nombre: MARIA DEL CARMEN RUIZ, Edad: 28, Pais: Atenas
Nombre: MARINA RAMIREZ, Edad: 68, Pais: Benín
Nombre: LEONCIO RODRIGUEZ, Edad: 44, Pais: Kiev
Nombre: LEONCIO RODRIGUEZ, Edad: 6, Pais: Isla Christmas
Nombre: LEONCIO RODRIGUEZ, Edad: 95, Pais: Mogadiscio
Nombre: FLOR CARMEN JIMENEZ, Edad: 21, Pais: Islas Caimán
Nombre: LUIS SEQUEIRA, Edad: 53, Pais: Berlín
Nombre: LUIS SEQUEIRA, Edad: 36, Pais: San Marino
Nombre: LUIS SEQUEIRA, Edad: 89, Pais: Hungría
Nombre: LUIS SEQUEIRA, Edad: 12, Pais: Dublín
Nombre: AMABLE PEREZ, Edad: 43, Pais: Portugal
Nombre: AMABLE PEREZ, Edad: 42, Pais: Egipto
Nombre: BENIGNO MARIN, Edad: 63, Pais: San Tomé y Príncipe
Nombre: BENIGNO MARIN, Edad: 82, Pais: Azerbaiyán
Nombre: MARIA DEL CARMEN CHINCHILLA, Edad: 66, Pais: Sri Lanka
Nombre: MARIA DEL CARMEN CHINCHILLA, Edad: 28, Pais: Puerto Rico
Nombre: JUAN GUZMAN, Edad: 60, Pais: Rumanía
Nombre: JUAN GUZMAN, Edad: 84, Pais: Hungría
Nombre: JUAN GUZMAN, Edad: 51, Pais: Malawi
Nombre: JORGE MOLINA, Edad: 14, Pais: Ottawa
Nombre: GUILLERMO ROJAS, Edad: 80, Pais: México
Nombre: GUILLERMO ROJAS, Edad: 92, Pais: Uganda
Nombre: GUILLERMO ROJAS, Edad: 23, Pais: Canberra
Nombre: MIREYA MURILLO, Edad: 24, Pais: Japón
Nombre: MIREYA MURILLO, Edad: 67, Pais: Tonga
Nombre: VIRGINIA MUÑOZ, Edad: 49, Pais: Islas Feroe
Nombre: VIRGINIA MUÑOZ, Edad: 11, Pais: Kampala
Nombre: CARLOS FALLAS, Edad: 45, Pais: Rusia
Nombre: CARLOS FALLAS, Edad: 10, Pais: Emiratos Árabes Unidos
Nombre: CARLOS FALLAS, Edad: 90, Pais: Santa Elena
Nombre: CARLOS FALLAS, Edad: 50, Pais: Mauricio
Nombre: CARLOS FALLAS, Edad: 73, Pais: San Pedro y Miquelón
Nombre: RUBEN CHINCHILLA, Edad: 27, Pais: Tanzania
Nombre: ALFREDO VEGA, Edad: 24, Pais: Vaticano
Nombre: ALFREDO VEGA, Edad: 58, Pais: Dominica
Nombre: EMMA HIDALGO, Edad: 30, Pais: Timor Oriental
Nombre: EMMA HIDALGO, Edad: 40, Pais: Kirguistán
Nombre: AMABLE GAMBOA, Edad: 73, Pais: Gaborone
Nombre: AMABLE GAMBOA, Edad: 59, Pais: Montserrat
Nombre: RAFAEL NARANJO, Edad: 6, Pais: Majuro
Nombre: RAFAEL NARANJO, Edad: 33, Pais: Teherán
Nombre: AIDA BARRIENTOS, Edad: 85, Pais: Rumanía
Nombre: AIDA BARRIENTOS, Edad: 78, Pais: Isla De Navidad
Nombre: ROMULO CERDAS, Edad: 28, Pais: Kiev
Nombre: ROMULO CERDAS, Edad: 15, Pais: Vientián
Nombre: ROMULO CERDAS, Edad: 32, Pais: Tallin
Nombre: NATIVIDAD HERNANDEZ, Edad: 63, Pais: Kingston
Nombre: NATIVIDAD HERNANDEZ, Edad: 55, Pais: Riad
Nombre: NATIVIDAD HERNANDEZ, Edad: 97, Pais: Saint George
Nombre: NATIVIDAD HERNANDEZ, Edad: 46, Pais: El Cairo
Nombre: DOLORES AGUILAR, Edad: 40, Pais: Riad
Nombre: MARIA JULIA GONZALEZ, Edad: 22, Pais: Qatar
Nombre: MARIA DOLORES SALAZAR, Edad: 54, Pais: Kiribati
Nombre: LUZ MARIA CHAVARRIA, Edad: 42, Pais: República Centroafricana
Nombre: CARLOS FALLAS, Edad: 88, Pais: Viena
Nombre: CARLOS FALLAS, Edad: 19, Pais: Norfolk Island
Nombre: CARLOS FALLAS, Edad: 92, Pais: Port Louis
